年份,权益登记日,除息日,每份分红,分红发放日
2017年,2017-03-03,2017-03-03,0.0340,2017-03-06
2016年,2016-02-16,2016-02-16,0.0600,2016-02-17
2015年,2015-01-23,2015-01-23,0.0650,2015-01-26
