年份,权益登记日,除息日,每份分红,分红发放日
2020年,2020-10-19,2020-10-19,0.0690,2020-10-20
2020年,2020-08-25,2020-08-25,0.0750,2020-08-26
2017年,2017-12-18,2017-12-18,0.1251,2017-12-19
