年份,权益登记日,除息日,每份分红,分红发放日
2021年,2021-01-19,2021-01-19,0.2258,2021-01-20
2020年,2020-01-16,2020-01-16,0.0575,2020-01-17
2018年,2018-01-16,2018-01-16,0.1007,2018-01-17
2016年,2016-01-19,2016-01-19,0.2852,2016-01-20
2015年,2015-01-21,2015-01-21,0.0926,2015-01-22
2014年,2014-01-17,2014-01-17,0.0604,2014-01-20
2013年,2013-01-22,2013-01-22,0.0260,2013-01-23
2011年,2011-01-21,2011-01-21,0.1280,2011-01-24
2010年,2010-01-20,2010-01-20,0.0840,2010-01-21
2008年,2008-05-08,2008-05-08,0.1900,2008-05-09
