净值日期,累计净值,单位净值,日增长率,复权净值
2016-09-05,1.0,1.0,0.0,1.0
2016-09-09,1.0001,1.0001,0.0,1.0001
2016-09-14,0.9994,0.9994,0.0,0.9994
2016-09-23,0.9972,0.9972,0.0,0.9972
2016-09-30,1.0007,1.0007,0.0,1.0007
2016-10-14,1.0039,1.0039,0.0,1.0039
2016-10-21,1.0052,1.0052,0.0,1.0052
2016-10-28,1.0044,1.0044,0.0,1.0044
2016-11-04,1.0051,1.0051,0.0,1.0051
2016-11-11,1.0047,1.0047,0.0,1.0047
2016-11-18,1.001,1.001,0.0,1.001
2016-11-25,1.0048,1.0048,0.0,1.0048
2016-11-28,1.0058,1.0058,0.0995,1.0058
2016-11-29,1.0058,1.0058,0.0,1.0058
2016-11-30,1.0027,1.0027,-0.3082,1.0027
2016-12-01,1.0027,1.0027,0.0,1.0027
2016-12-02,0.9988,0.9988,-0.3889,0.9988
2016-12-05,0.9953,0.9953,-0.3504,0.9953
2016-12-06,0.9929,0.9929,-0.2411,0.9929
2016-12-07,0.9918,0.9918,-0.1108,0.9918
2016-12-08,0.9923,0.9923,0.0504,0.9923
2016-12-09,0.993,0.993,0.0705,0.993
2016-12-12,0.9901,0.9901,-0.292,0.9901
2016-12-13,0.9869,0.9869,-0.3232,0.9869
2016-12-14,0.9831,0.9831,-0.385,0.9831
2016-12-15,0.9731,0.9731,-1.0172,0.9731
2016-12-16,0.9723,0.9723,-0.0822,0.9723
2016-12-19,0.9688,0.9688,-0.36,0.9688
2016-12-20,0.9651,0.9651,-0.3819,0.9651
2016-12-21,0.9658,0.9658,0.0725,0.9658
2016-12-22,0.9683,0.9683,0.2589,0.9683
2016-12-23,0.969,0.969,0.0723,0.969
2016-12-26,0.9682,0.9682,-0.0826,0.9682
2016-12-27,0.969,0.969,0.0826,0.969
2016-12-28,0.9684,0.9684,-0.0619,0.9684
2016-12-29,0.9694,0.9694,0.1033,0.9694
2016-12-30,0.9713,0.9713,0.196,0.9713
2016-12-31,0.9714,0.9714,0.0103,0.9714
2017-01-03,0.9745,0.9745,0.3295,0.9745
2017-01-04,0.9759,0.9759,0.1437,0.9759
2017-01-05,0.9767,0.9767,0.082,0.9767
2017-01-06,0.9762,0.9762,-0.0512,0.9762
2017-01-09,0.978,0.978,0.1844,0.978
2017-01-10,0.9781,0.9781,0.0102,0.9781
2017-01-11,0.9779,0.9779,-0.0204,0.9779
2017-01-12,0.9773,0.9773,-0.0614,0.9773
2017-01-13,0.9773,0.9773,0.0,0.9773
2017-01-16,0.9761,0.9761,-0.1228,0.9761
2017-01-17,0.9766,0.9766,0.0512,0.9766
2017-01-18,0.9773,0.9773,0.0717,0.9773
2017-01-19,0.9765,0.9765,-0.0819,0.9765
2017-01-20,0.9785,0.9785,0.2048,0.9785
2017-01-23,0.9811,0.9811,0.2657,0.9811
2017-01-24,0.9808,0.9808,-0.0306,0.9808
2017-01-25,0.9801,0.9801,-0.0714,0.9801
2017-01-26,0.9813,0.9813,0.1224,0.9813
2017-02-03,0.9794,0.9794,-0.1936,0.9794
2017-02-06,0.9786,0.9786,-0.0817,0.9786
2017-02-07,0.978,0.978,-0.0613,0.978
2017-02-08,0.9774,0.9774,-0.0613,0.9774
2017-02-09,0.9776,0.9776,0.0205,0.9776
2017-02-10,0.9775,0.9775,-0.0102,0.9775
2017-02-13,0.9788,0.9788,0.133,0.9788
2017-02-14,0.9804,0.9804,0.1635,0.9804
2017-02-15,0.9772,0.9772,-0.3264,0.9772
2017-02-16,0.9782,0.9782,0.1023,0.9782
2017-02-17,0.9763,0.9763,-0.1942,0.9763
2017-02-20,0.9795,0.9795,0.3278,0.9795
2017-02-21,0.9818,0.9818,0.2348,0.9818
2017-02-22,0.9835,0.9835,0.1732,0.9835
2017-02-23,0.983,0.983,-0.0508,0.983
2017-02-24,0.9845,0.9845,0.1526,0.9845
2017-02-27,0.9836,0.9836,-0.0914,0.9836
2017-02-28,0.9846,0.9846,0.1017,0.9846
2017-03-01,0.9841,0.9841,-0.0508,0.9841
2017-03-02,0.9842,0.9842,0.0102,0.9842
2017-03-03,0.9842,0.9842,0.0,0.9842
2017-03-06,0.9843,0.9843,0.0102,0.9843
2017-03-07,0.9835,0.9835,-0.0813,0.9835
2017-03-08,0.9827,0.9827,-0.0813,0.9827
2017-03-09,0.9821,0.9821,-0.0611,0.9821
2017-03-10,0.9822,0.9822,0.0102,0.9822
2017-03-13,0.9838,0.9838,0.1629,0.9838
2017-03-14,0.9825,0.9825,-0.1321,0.9825
2017-03-15,0.9821,0.9821,-0.0407,0.9821
2017-03-16,0.9841,0.9841,0.2036,0.9841
2017-03-17,0.9835,0.9835,-0.061,0.9835
2017-03-20,0.9834,0.9834,-0.0102,0.9834
2017-03-21,0.984,0.984,0.061,0.984
2017-03-22,0.9846,0.9846,0.061,0.9846
2017-03-23,0.9864,0.9864,0.1828,0.9864
2017-03-24,0.9888,0.9888,0.2433,0.9888
