年份,权益登记日,除息日,每份分红,分红发放日
2019年,2019-01-16,2019-01-16,0.0710,2019-01-18
2018年,2018-01-18,2018-01-18,0.2510,2018-01-22
2017年,2017-01-19,2017-01-19,0.0290,2017-01-23
