年份,权益登记日,除息日,每份分红,分红发放日
2020年,2020-09-18,2020-09-18,0.0700,2020-09-22
2020年,2020-06-01,2020-06-01,0.0540,2020-06-03
2019年,2019-09-23,2019-09-23,0.0361,2019-09-25
