年份,权益登记日,除息日,每份分红,分红发放日
2010年,2010-11-29,2010-11-29,0.1500,2010-12-01
2009年,2009-09-07,2009-09-07,0.1000,2009-09-09
2009年,2009-04-10,2009-04-10,0.0400,2009-04-14
