净值日期,累计净值,单位净值,日增长率,复权净值
2020-05-20,1.0,1.0,0.0,1.0
2020-05-22,0.9996,0.9996,0.0,0.9996
2020-05-29,1.0053,1.0053,0.0,1.0053
2020-06-05,1.0184,1.0184,0.0,1.0184
2020-06-12,1.0279,1.0279,0.0,1.0279
2020-06-19,1.0573,1.0573,0.0,1.0573
2020-06-24,1.0693,1.0693,0.0,1.0693
2020-06-30,1.0931,1.0931,0.0,1.0931
2020-07-03,1.102,1.102,0.0,1.102
2020-07-09,1.2084,1.2084,0.0,1.2084
2020-07-10,1.224,1.224,1.291,1.224
2020-07-13,1.2648,1.2648,3.3333,1.2648
2020-07-14,1.2545,1.2545,-0.8144,1.2545
2020-07-15,1.2321,1.2321,-1.7856,1.2321
2020-07-16,1.166,1.166,-5.3648,1.166
2020-07-17,1.1766,1.1766,0.9091,1.1766
2020-07-20,1.2067,1.2067,2.5582,1.2067
2020-07-21,1.2201,1.2201,1.1105,1.2201
2020-07-22,1.2354,1.2354,1.254,1.2354
2020-07-23,1.2317,1.2317,-0.2995,1.2317
2020-07-24,1.1679,1.1679,-5.1798,1.1679
2020-07-27,1.1653,1.1653,-0.2226,1.1653
2020-07-28,1.186,1.186,1.7764,1.186
2020-07-29,1.219,1.219,2.7825,1.219
2020-07-30,1.2089,1.2089,-0.8285,1.2089
2020-07-31,1.2253,1.2253,1.3566,1.2253
2020-08-03,1.26,1.26,2.832,1.26
2020-08-04,1.2557,1.2557,-0.3413,1.2557
2020-08-05,1.2708,1.2708,1.2025,1.2708
2020-08-06,1.2688,1.2688,-0.1574,1.2688
2020-08-07,1.2548,1.2548,-1.1034,1.2548
2020-08-10,1.2574,1.2574,0.2072,1.2574
2020-08-11,1.238,1.238,-1.5429,1.238
2020-08-12,1.2158,1.2158,-1.7932,1.2158
2020-08-13,1.2213,1.2213,0.4524,1.2213
2020-08-14,1.2361,1.2361,1.2118,1.2361
2020-08-17,1.2611,1.2611,2.0225,1.2611
2020-08-18,1.2786,1.2786,1.3877,1.2786
2020-08-19,1.2598,1.2598,-1.4704,1.2598
2020-08-20,1.2496,1.2496,-0.8097,1.2496
2020-08-21,1.2659,1.2659,1.3044,1.2659
2020-08-24,1.2821,1.2821,1.28,1.2821
2020-08-25,1.2798,1.2798,-0.18,1.2798
2020-08-26,1.2553,1.2553,-1.91,1.2553
2020-08-27,1.2631,1.2631,0.62,1.2631
2020-08-28,1.2824,1.2824,1.53,1.2824
2020-08-31,1.2829,1.2829,0.04,1.2829
2020-09-01,1.2904,1.2904,0.58,1.2904
2020-09-02,1.2911,1.2911,0.05,1.2911
2020-09-03,1.277,1.277,-1.09,1.277
2020-09-04,1.2652,1.2652,-0.92,1.2652
2020-09-07,1.2259,1.2259,-3.11,1.2259
2020-09-08,1.2183,1.2183,-0.62,1.2183
2020-09-09,1.1767,1.1767,-3.41,1.1767
2020-09-10,1.1658,1.1658,-0.93,1.1658
2020-09-11,1.188,1.188,1.9,1.188
2020-09-14,1.1967,1.1967,0.73,1.1967
2020-09-15,1.2078,1.2078,0.93,1.2078
2020-09-16,1.1988,1.1988,-0.75,1.1988
2020-09-17,1.2042,1.2042,0.45,1.2042
2020-09-18,1.223,1.223,1.56,1.223
2020-09-21,1.2177,1.2177,-0.43,1.2177
2020-09-22,1.2066,1.2066,-0.91,1.2066
2020-09-23,1.2169,1.2169,0.85,1.2169
2020-09-24,1.1877,1.1877,-2.4,1.1877
2020-09-25,1.1881,1.1881,0.03,1.1881
2020-09-28,1.1787,1.1787,-0.79,1.1787
2020-09-29,1.1856,1.1856,0.59,1.1856
2020-09-30,1.1869,1.1869,0.11,1.1869
2020-10-09,1.2226,1.2226,3.01,1.2226
2020-10-12,1.2582,1.2582,2.91,1.2582
2020-10-13,1.268,1.268,0.78,1.268
2020-10-14,1.2696,1.2696,0.13,1.2696
2020-10-15,1.2571,1.2571,-0.98,1.2571
2020-10-16,1.2577,1.2577,0.05,1.2577
2020-10-19,1.2414,1.2414,-1.3,1.2414
2020-10-20,1.2498,1.2498,0.68,1.2498
2020-10-21,1.233,1.233,-1.34,1.233
2020-10-22,1.2204,1.2204,-1.02,1.2204
2020-10-23,1.199,1.199,-1.75,1.199
2020-10-26,1.207,1.207,0.67,1.207
2020-10-27,1.2159,1.2159,0.74,1.2159
2020-10-28,1.2167,1.2167,0.07,1.2167
2020-10-29,1.2187,1.2187,0.16,1.2187
2020-10-30,1.1862,1.1862,-2.67,1.1862
2020-11-02,1.1899,1.1899,0.31,1.1899
2020-11-03,1.2037,1.2037,1.16,1.2037
2020-11-04,1.2017,1.2017,-0.17,1.2017
2020-11-05,1.2228,1.2228,1.76,1.2228
2020-11-06,1.2085,1.2085,-1.17,1.2085
2020-11-09,1.2302,1.2302,1.8,1.2302
2020-11-10,1.2121,1.2121,-1.47,1.2121
2020-11-11,1.199,1.199,-1.08,1.199
2020-11-12,1.1987,1.1987,-0.03,1.1987
2020-11-13,1.1968,1.1968,-0.16,1.1968
2020-11-16,1.2022,1.2022,0.45,1.2022
2020-11-17,1.1867,1.1867,-1.29,1.1867
2020-11-18,1.1877,1.1877,0.08,1.1877
2020-11-19,1.1982,1.1982,0.88,1.1982
2020-11-20,1.2071,1.2071,0.74,1.2071
2020-11-23,1.2076,1.2076,0.04,1.2076
2020-11-24,1.2079,1.2079,0.02,1.2079
2020-11-25,1.1885,1.1885,-1.61,1.1885
2020-11-26,1.1774,1.1774,-0.93,1.1774
2020-11-27,1.1801,1.1801,0.23,1.1801
2020-11-30,1.1709,1.1709,-0.78,1.1709
2020-12-01,1.1906,1.1906,1.68,1.1906
2020-12-02,1.1969,1.1969,0.53,1.1969
2020-12-03,1.1988,1.1988,0.16,1.1988
2020-12-04,1.2038,1.2038,0.42,1.2038
2020-12-07,1.2026,1.2026,-0.1,1.2026
2020-12-08,1.2053,1.2053,0.22,1.2053
2020-12-09,1.1826,1.1826,-1.88,1.1826
2020-12-10,1.1836,1.1836,0.08,1.1836
2020-12-11,1.1633,1.1633,-1.72,1.1633
2020-12-14,1.1765,1.1765,1.13,1.1765
2020-12-15,1.1817,1.1817,0.44,1.1817
2020-12-16,1.1728,1.1728,-0.75,1.1728
2020-12-17,1.1802,1.1802,0.63,1.1802
2020-12-18,1.173,1.173,-0.61,1.173
2020-12-21,1.1887,1.1887,1.34,1.1887
2020-12-22,1.1736,1.1736,-1.27,1.1736
2020-12-23,1.184,1.184,0.89,1.184
2020-12-24,1.1671,1.1671,-1.43,1.1671
2020-12-25,1.1692,1.1692,0.18,1.1692
2020-12-28,1.1736,1.1736,0.38,1.1736
2020-12-29,1.1709,1.1709,-0.23,1.1709
2020-12-30,1.1794,1.1794,0.73,1.1794
2020-12-31,1.1969,1.1969,1.48,1.1969
2021-01-04,1.2197,1.2197,1.9,1.2197
2021-01-05,1.2283,1.2283,0.71,1.2283
2021-01-06,1.2268,1.2268,-0.12,1.2268
2021-01-07,1.2341,1.2341,0.6,1.2341
2021-01-08,1.2328,1.2328,-0.11,1.2328
2021-01-11,1.2237,1.2237,-0.74,1.2237
2021-01-12,1.2403,1.2403,1.36,1.2403
2021-01-13,1.2356,1.2356,-0.38,1.2356
2021-01-14,1.2324,1.2324,-0.26,1.2324
2021-01-15,1.2341,1.2341,0.14,1.2341
2021-01-18,1.2652,1.2652,2.52,1.2652
2021-01-19,1.253,1.253,-0.96,1.253
2021-01-20,1.2813,1.2813,2.26,1.2813
2021-01-21,1.3059,1.3059,1.92,1.3059
2021-01-22,1.3255,1.3255,1.5,1.3255
2021-01-25,1.3225,1.3225,-0.23,1.3225
2021-01-26,1.2964,1.2964,-1.97,1.2964
2021-01-27,1.3067,1.3067,0.79,1.3067
2021-01-28,1.2703,1.2703,-2.79,1.2703
2021-01-29,1.2589,1.2589,-0.9,1.2589
2021-02-01,1.2762,1.2762,1.37,1.2762
2021-02-02,1.2988,1.2988,1.77,1.2988
2021-02-03,1.2912,1.2912,-0.59,1.2912
2021-02-04,1.2696,1.2696,-1.67,1.2696
2021-02-05,1.2606,1.2606,-0.71,1.2606
2021-02-08,1.2782,1.2782,1.4,1.2782
2021-02-09,1.3099,1.3099,2.48,1.3099
2021-02-10,1.3238,1.3238,1.06,1.3238
2021-02-18,1.3195,1.3195,-0.32,1.3195
2021-02-19,1.3233,1.3233,0.29,1.3233
2021-02-22,1.2957,1.2957,-2.09,1.2957
2021-02-23,1.2942,1.2942,-0.12,1.2942
2021-02-24,1.265,1.265,-2.26,1.265
2021-02-25,1.2604,1.2604,-0.36,1.2604
2021-02-26,1.2373,1.2373,-1.83,1.2373
2021-03-01,1.2593,1.2593,1.78,1.2593
2021-03-02,1.2477,1.2477,-0.92,1.2477
2021-03-03,1.2616,1.2616,1.11,1.2616
2021-03-04,1.2256,1.2256,-2.85,1.2256
2021-03-05,1.2305,1.2305,0.4,1.2305
2021-03-08,1.188,1.188,-3.45,1.188
2021-03-09,1.1554,1.1554,-2.74,1.1554
2021-03-10,1.1638,1.1638,0.73,1.1638
2021-03-11,1.1889,1.1889,2.16,1.1889
2021-03-12,1.1922,1.1922,0.28,1.1922
2021-03-15,1.1667,1.1667,-2.14,1.1667
2021-03-16,1.1739,1.1739,0.62,1.1739
2021-03-17,1.1887,1.1887,1.26,1.1887
2021-03-18,1.2058,1.2058,1.44,1.2058
2021-03-19,1.1934,1.1934,-1.03,1.1934
2021-03-22,1.2093,1.2093,1.33,1.2093
2021-03-23,1.1945,1.1945,-1.22,1.1945
2021-03-24,1.1811,1.1811,-1.12,1.1811
2021-03-25,1.1863,1.1863,0.44,1.1863
2021-03-26,1.2131,1.2131,2.26,1.2131
2021-03-29,1.2172,1.2172,0.34,1.2172
2021-03-30,1.2252,1.2252,0.66,1.2252
2021-03-31,1.2218,1.2218,-0.28,1.2218
2021-04-01,1.2335,1.2335,0.96,1.2335
2021-04-02,1.2384,1.2384,0.4,1.2384
2021-04-06,1.2438,1.2438,0.44,1.2438
2021-04-07,1.243,1.243,-0.06,1.243
2021-04-08,1.2446,1.2446,0.13,1.2446
2021-04-09,1.239,1.239,-0.45,1.239
2021-04-12,1.2094,1.2094,-2.39,1.2094
