年份,权益登记日,除息日,每份分红,分红发放日
2016年,2016-09-19,2016-09-19,0.0700,2016-09-20
2016年,2016-01-08,2016-01-08,0.0600,2016-01-11
2015年,2015-01-07,2015-01-07,0.0300,2015-01-08
