年份,权益登记日,除息日,每份分红,分红发放日
2020年,2020-12-29,2020-12-29,0.2450,2020-12-31
2011年,2011-01-20,2011-01-20,0.0150,2011-01-24
2010年,2010-01-19,2010-01-19,0.0090,2010-01-21
