净值日期,累计净值,单位净值,日增长率,复权净值
2003-07-15,1.0,1.0,0.0,1.0
2003-07-25,1.0001,1.0001,0.01,1.0001
2003-07-28,1.0002,1.0002,0.01,1.0002
2003-07-29,1.0002,1.0002,0.0,1.0002
2003-07-30,1.0003,1.0003,0.01,1.0003
2003-07-31,1.0003,1.0003,0.0,1.0003
2003-08-01,1.0008,1.0008,0.05,1.0008
2003-08-04,1.0009,1.0009,0.01,1.0009
2003-08-05,1.0011,1.0011,0.02,1.0011
2003-08-06,1.0011,1.0011,0.0,1.0011
2003-08-07,1.0012,1.0012,0.01,1.0012
2003-08-08,1.0012,1.0012,0.0,1.0012
2003-08-11,1.0012,1.0012,0.0,1.0012
2003-08-12,1.0013,1.0013,0.01,1.0013
2003-08-13,1.0012,1.0012,-0.01,1.0012
2003-08-14,1.0012,1.0012,0.0,1.0012
2003-08-15,1.0012,1.0012,0.0,1.0012
2003-08-18,1.0013,1.0013,0.01,1.0013
2003-08-19,1.0014,1.0014,0.01,1.0014
2003-08-20,1.0014,1.0014,0.0,1.0014
2003-08-21,1.0014,1.0014,0.0,1.0014
2003-08-22,1.0012,1.0012,-0.02,1.0012
2003-08-25,1.0009,1.0009,-0.03,1.0009
2003-08-26,1.0008,1.0008,-0.01,1.0008
2003-08-27,1.0009,1.0009,0.01,1.0009
2003-08-28,1.0009,1.0009,0.0,1.0009
2003-08-29,1.001,1.001,0.01,1.001
2003-09-01,1.001,1.001,0.0,1.001
2003-09-02,1.001,1.001,0.0,1.001
2003-09-03,1.0009,1.0009,-0.01,1.0009
2003-09-04,1.0009,1.0009,0.0,1.0009
2003-09-05,1.0008,1.0008,-0.01,1.0008
2003-09-08,1.0006,1.0006,-0.02,1.0006
2003-09-09,1.0004,1.0004,-0.02,1.0004
2003-09-10,1.0005,1.0005,0.01,1.0005
2003-09-11,1.0007,1.0007,0.02,1.0007
2003-09-12,1.002,1.002,0.1299,1.002
2003-09-15,1.0019,1.0019,-0.01,1.0019
2003-09-16,1.0017,1.0017,-0.02,1.0017
2003-09-17,1.0015,1.0015,-0.02,1.0015
2003-09-18,1.0016,1.0016,0.01,1.0016
2003-09-19,1.0018,1.0018,0.02,1.0018
2003-09-22,1.0016,1.0016,-0.02,1.0016
2003-09-23,1.0015,1.0015,-0.01,1.0015
2003-09-24,1.0013,1.0013,-0.02,1.0013
2003-09-25,1.0006,1.0006,-0.0699,1.0006
2003-09-26,1.0002,1.0002,-0.04,1.0002
2003-09-29,1.0003,1.0003,0.01,1.0003
2003-09-30,1.001,1.001,0.07,1.001
2003-10-08,1.0011,1.0011,0.01,1.0011
2003-10-09,1.0014,1.0014,0.03,1.0014
2003-10-10,1.0016,1.0016,0.02,1.0016
2003-10-13,1.0015,1.0015,-0.01,1.0015
2003-10-14,1.0017,1.0017,0.02,1.0017
2003-10-15,1.0015,1.0015,-0.02,1.0015
2003-10-16,1.0012,1.0012,-0.03,1.0012
2003-10-17,1.0012,1.0012,0.0,1.0012
2003-10-20,1.0009,1.0009,-0.03,1.0009
2003-10-21,1.0008,1.0008,-0.01,1.0008
2003-10-22,1.0026,1.0026,0.1799,1.0026
2003-10-23,1.0024,1.0024,-0.0199,1.0024
2003-10-24,1.0023,1.0023,-0.01,1.0023
2003-10-27,1.0023,1.0023,0.0,1.0023
2003-10-28,1.0029,1.0029,0.0599,1.0029
2003-10-29,1.0033,1.0033,0.0399,1.0033
2003-10-30,1.0032,1.0032,-0.01,1.0032
2003-10-31,1.0033,1.0033,0.01,1.0033
2003-11-03,1.0036,1.0036,0.0299,1.0036
2003-11-04,1.0052,1.0052,0.1594,1.0052
2003-11-05,1.0051,1.0051,-0.0099,1.0051
2003-11-06,1.0046,1.0046,-0.0497,1.0046
2003-11-07,1.004,1.004,-0.0597,1.004
2003-11-10,1.0045,1.0045,0.0498,1.0045
2003-11-11,1.0045,1.0045,0.0,1.0045
2003-11-12,1.0035,1.0035,-0.0996,1.0035
2003-11-13,1.0037,1.0037,0.0199,1.0037
2003-11-14,1.004,1.004,0.0299,1.004
2003-11-17,1.0038,1.0038,-0.0199,1.0038
2003-11-18,1.0077,1.0077,0.3885,1.0077
2003-11-19,1.0087,1.0087,0.0992,1.0087
2003-11-20,1.0093,1.0093,0.0595,1.0093
2003-11-21,1.0096,1.0096,0.0297,1.0096
2003-11-24,1.011,1.011,0.1387,1.011
2003-11-25,1.0113,1.0113,0.0297,1.0113
2003-11-26,1.0117,1.0117,0.0396,1.0117
2003-11-27,1.0118,1.0118,0.0099,1.0118
2003-11-28,1.0124,1.0124,0.0593,1.0124
