年份,权益登记日,除息日,每份分红,分红发放日
2018年,2018-08-03,2018-08-03,0.1578,2018-08-07
2017年,2017-09-11,2017-09-11,0.3600,2017-09-13
2010年,2010-09-15,2010-09-15,0.0300,2010-09-17
