年份,权益登记日,除息日,每份分红,分红发放日
2021年,2021-03-25,2021-03-25,0.1067,2021-03-29
2020年,2020-03-23,2020-03-23,0.0437,2020-03-25
2018年,2018-01-29,2018-01-29,0.0800,2018-01-30
2017年,2017-03-28,2017-03-28,0.0619,2017-03-29
2016年,2016-01-19,2016-01-19,0.1700,2016-01-20
2015年,2015-01-20,2015-01-20,0.0850,2015-01-21
2011年,2011-01-14,2011-01-14,0.0200,2011-01-17
2010年,2010-01-18,2010-01-18,0.0300,2010-01-19
