年份,权益登记日,除息日,每份分红,分红发放日
2015年,2015-02-26,2015-02-26,0.2000,2015-03-02
2009年,2009-11-17,2009-11-17,0.4700,2009-11-19
2008年,2008-12-30,2008-12-30,0.0200,2009-01-05
