年份,权益登记日,除息日,每份分红,分红发放日
2018年,2018-12-18,2018-12-18,0.0500,2018-12-20
2018年,2018-06-27,2018-06-27,0.0570,2018-06-29
2017年,2017-12-20,2017-12-20,0.1200,2017-12-22
