年份,权益登记日,除息日,每份分红,分红发放日
2021年,2021-01-12,2021-01-12,0.0290,2021-01-14
2016年,2016-01-18,2016-01-18,0.3200,2016-01-20
2015年,2015-01-14,2015-01-14,0.1950,2015-01-16
