年份,权益登记日,除息日,每份分红,分红发放日
2019年,2019-10-21,2019-10-21,0.0700,2019-10-23
2018年,2018-06-26,2018-06-26,0.1416,2018-06-28
2014年,2014-11-03,2014-11-03,0.0700,2014-11-05
