年份,权益登记日,除息日,每份分红,分红发放日
2011年,2011-01-18,2011-01-18,0.0500,2011-01-20
2009年,2009-07-27,2009-07-27,0.1000,2009-07-29
2009年,2009-05-08,2009-05-08,0.0600,2009-05-12
