年份,权益登记日,除息日,每份分红,分红发放日
2021年,2021-03-08,2021-03-08,0.2537,2021-03-10
2020年,2020-03-24,2020-03-24,0.1391,2020-03-25
2019年,2019-02-01,2019-02-01,0.0632,2019-02-11
2018年,2018-02-07,2018-02-07,0.1300,2018-02-08
2017年,2017-03-28,2017-03-28,0.1500,2017-03-29
2016年,2016-01-19,2016-01-19,0.1630,2016-01-20
2015年,2015-01-20,2015-01-20,0.0300,2015-01-21
2010年,2010-12-28,2010-12-28,0.2000,2010-12-29
2009年,2009-11-02,2009-11-02,0.3100,2009-11-03
