年份,权益登记日,除息日,每份分红,分红发放日
2020年,2020-09-09,2020-09-09,0.0440,2020-09-10
2019年,2019-03-25,2019-03-25,0.0368,2019-03-26
2018年,2018-06-21,2018-06-21,0.0260,2018-06-22
2017年,2017-12-20,2017-12-20,0.0230,2017-12-21
