年份,权益登记日,除息日,每份分红,分红发放日
2017年,2017-11-15,2017-11-14,0.1200,2017-11-17
2014年,2014-01-20,2014-01-17,0.0100,2014-01-28
2011年,2011-01-20,2011-01-19,0.0200,2011-01-31
