净值日期,累计净值,单位净值,日增长率,复权净值
2020-06-29,1.0,1.0,0.0,1.0
2020-06-30,1.0,1.0,0.0,1.0
2020-07-03,1.0004,1.0004,0.0,1.0004
2020-07-10,1.0244,1.0244,0.0,1.0244
2020-07-17,1.0104,1.0104,0.0,1.0104
2020-07-24,1.0037,1.0037,0.0,1.0037
2020-07-29,1.0336,1.0336,0.0,1.0336
2020-07-30,1.0295,1.0295,-0.3967,1.0295
2020-07-31,1.0404,1.0404,1.0588,1.0404
2020-08-03,1.0564,1.0564,1.5379,1.0564
2020-08-04,1.0492,1.0492,-0.6816,1.0492
2020-08-05,1.0597,1.0597,1.0008,1.0597
2020-08-06,1.051,1.051,-0.821,1.051
2020-08-07,1.0319,1.0319,-1.8173,1.0319
2020-08-10,1.0252,1.0252,-0.6493,1.0252
2020-08-11,1.0074,1.0074,-1.7362,1.0074
2020-08-12,0.9909,0.9909,-1.6379,0.9909
2020-08-13,0.989,0.989,-0.1917,0.989
2020-08-14,1.0017,1.0017,1.2841,1.0017
2020-08-17,1.0151,1.0151,1.3377,1.0151
2020-08-18,1.0185,1.0185,0.3349,1.0185
2020-08-19,0.9942,0.9942,-2.3859,0.9942
2020-08-20,0.9862,0.9862,-0.8047,0.9862
2020-08-21,1.0009,1.0009,1.4906,1.0009
2020-08-24,1.0225,1.0225,2.16,1.0225
2020-08-25,1.027,1.027,0.44,1.027
2020-08-26,1.004,1.004,-2.24,1.004
2020-08-27,1.0233,1.0233,1.92,1.0233
2020-08-28,1.0462,1.0462,2.24,1.0462
2020-08-31,1.0413,1.0413,-0.47,1.0413
2020-09-01,1.0495,1.0495,0.79,1.0495
2020-09-02,1.0524,1.0524,0.28,1.0524
2020-09-03,1.0383,1.0383,-1.34,1.0383
2020-09-04,1.0311,1.0311,-0.69,1.0311
2020-09-07,0.9961,0.9961,-3.39,0.9961
2020-09-08,0.9928,0.9928,-0.33,0.9928
2020-09-09,0.9523,0.9523,-4.08,0.9523
2020-09-10,0.9395,0.9395,-1.34,0.9395
2020-09-11,0.9637,0.9637,2.58,0.9637
2020-09-14,0.9784,0.9784,1.53,0.9784
2020-09-15,0.9839,0.9839,0.56,0.9839
2020-09-16,0.9734,0.9734,-1.07,0.9734
2020-09-17,0.9781,0.9781,0.48,0.9781
2020-09-18,0.9925,0.9925,1.47,0.9925
2020-09-21,0.984,0.984,-0.86,0.984
2020-09-22,0.9811,0.9811,-0.29,0.9811
2020-09-23,0.9922,0.9922,1.13,0.9922
2020-09-24,0.9696,0.9696,-2.28,0.9696
2020-09-25,0.9666,0.9666,-0.31,0.9666
2020-09-28,0.967,0.967,0.04,0.967
2020-09-29,0.9809,0.9809,1.44,0.9809
2020-09-30,0.9859,0.9859,0.51,0.9859
2020-10-09,1.024,1.024,3.86,1.024
2020-10-12,1.0557,1.0557,3.1,1.0557
2020-10-13,1.0578,1.0578,0.2,1.0578
2020-10-14,1.06,1.06,0.21,1.06
2020-10-15,1.0502,1.0502,-0.92,1.0502
2020-10-16,1.0473,1.0473,-0.28,1.0473
2020-10-19,1.0355,1.0355,-1.13,1.0355
2020-10-20,1.0516,1.0516,1.55,1.0516
2020-10-21,1.0322,1.0322,-1.84,1.0322
2020-10-22,1.0235,1.0235,-0.84,1.0235
2020-10-23,0.998,0.998,-2.49,0.998
2020-10-26,1.0103,1.0103,1.23,1.0103
2020-10-27,1.0221,1.0221,1.17,1.0221
2020-10-28,1.0362,1.0362,1.38,1.0362
2020-10-29,1.0433,1.0433,0.69,1.0433
2020-10-30,1.02,1.02,-2.23,1.02
2020-11-02,1.0416,1.0416,2.12,1.0416
2020-11-03,1.0538,1.0538,1.17,1.0538
2020-11-04,1.0478,1.0478,-0.57,1.0478
2020-11-05,1.0612,1.0612,1.28,1.0612
2020-11-06,1.0439,1.0439,-1.63,1.0439
2020-11-09,1.0801,1.0801,3.47,1.0801
2020-11-10,1.0581,1.0581,-2.04,1.0581
2020-11-11,1.0294,1.0294,-2.71,1.0294
2020-11-12,1.0318,1.0318,0.23,1.0318
2020-11-13,1.0338,1.0338,0.19,1.0338
2020-11-16,1.0251,1.0251,-0.84,1.0251
2020-11-17,1.0092,1.0092,-1.55,1.0092
2020-11-18,1.0043,1.0043,-0.49,1.0043
2020-11-19,1.0123,1.0123,0.8,1.0123
2020-11-20,1.0183,1.0183,0.59,1.0183
2020-11-23,1.0235,1.0235,0.51,1.0235
2020-11-24,1.018,1.018,-0.54,1.018
2020-11-25,1.0025,1.0025,-1.52,1.0025
2020-11-26,1.0007,1.0007,-0.18,1.0007
2020-11-27,1.0067,1.0067,0.6,1.0067
2020-11-30,1.0079,1.0079,0.12,1.0079
2020-12-01,1.03,1.03,2.19,1.03
2020-12-02,1.0287,1.0287,-0.13,1.0287
2020-12-03,1.0297,1.0297,0.1,1.0297
2020-12-04,1.0382,1.0382,0.83,1.0382
2020-12-07,1.0391,1.0391,0.09,1.0391
2020-12-08,1.0419,1.0419,0.27,1.0419
2020-12-09,1.0222,1.0222,-1.89,1.0222
2020-12-10,1.0307,1.0307,0.83,1.0307
2020-12-11,1.0182,1.0182,-1.21,1.0182
2020-12-14,1.0299,1.0299,1.15,1.0299
2020-12-15,1.0366,1.0366,0.65,1.0366
2020-12-16,1.0341,1.0341,-0.24,1.0341
2020-12-17,1.0407,1.0407,0.64,1.0407
2020-12-18,1.0314,1.0314,-0.89,1.0314
2020-12-21,1.0573,1.0573,2.51,1.0573
2020-12-22,1.0304,1.0304,-2.54,1.0304
2020-12-23,1.0408,1.0408,1.01,1.0408
2020-12-24,1.0322,1.0322,-0.83,1.0322
2020-12-25,1.0357,1.0357,0.34,1.0357
2020-12-28,1.0228,1.0228,-1.25,1.0228
2020-12-29,1.0189,1.0189,-0.38,1.0189
2020-12-30,1.0294,1.0294,1.03,1.0294
2020-12-31,1.0502,1.0502,2.02,1.0502
2021-01-04,1.0786,1.0786,2.7,1.0786
2021-01-05,1.0929,1.0929,1.33,1.0929
2021-01-06,1.0913,1.0913,-0.15,1.0913
2021-01-07,1.0937,1.0937,0.22,1.0937
2021-01-08,1.0785,1.0785,-1.39,1.0785
2021-01-11,1.0677,1.0677,-1.0,1.0677
2021-01-12,1.1008,1.1008,3.1,1.1008
2021-01-13,1.0944,1.0944,-0.58,1.0944
2021-01-14,1.0792,1.0792,-1.39,1.0792
2021-01-15,1.0763,1.0763,-0.27,1.0763
2021-01-18,1.1044,1.1044,2.61,1.1044
2021-01-19,1.0858,1.0858,-1.68,1.0858
2021-01-20,1.1126,1.1126,2.47,1.1126
2021-01-21,1.1431,1.1431,2.74,1.1431
2021-01-22,1.1582,1.1582,1.32,1.1582
2021-01-25,1.1634,1.1634,0.45,1.1634
2021-01-26,1.1292,1.1292,-2.94,1.1292
2021-01-27,1.1315,1.1315,0.2,1.1315
2021-01-28,1.0909,1.0909,-3.59,1.0909
2021-01-29,1.0845,1.0845,-0.59,1.0845
2021-02-01,1.0973,1.0973,1.18,1.0973
2021-02-02,1.1209,1.1209,2.15,1.1209
2021-02-03,1.1111,1.1111,-0.87,1.1111
2021-02-04,1.1002,1.1002,-0.98,1.1002
2021-02-05,1.1007,1.1007,0.05,1.1007
2021-02-08,1.1252,1.1252,2.23,1.1252
2021-02-09,1.1416,1.1416,1.46,1.1416
2021-02-10,1.1607,1.1607,1.67,1.1607
2021-02-18,1.1371,1.1371,-2.03,1.1371
2021-02-19,1.1213,1.1213,-1.39,1.1213
2021-02-22,1.074,1.074,-4.22,1.074
2021-02-23,1.0654,1.0654,-0.8,1.0654
2021-02-24,1.0389,1.0389,-2.49,1.0389
2021-02-25,1.0381,1.0381,-0.08,1.0381
2021-02-26,1.012,1.012,-2.51,1.012
2021-03-01,1.0391,1.0391,2.68,1.0391
2021-03-02,1.0278,1.0278,-1.09,1.0278
2021-03-03,1.0414,1.0414,1.32,1.0414
2021-03-04,0.9956,0.9956,-4.4,0.9956
2021-03-05,0.9999,0.9999,0.43,0.9999
2021-03-08,0.9718,0.9718,-2.81,0.9718
2021-03-09,0.9399,0.9399,-3.28,0.9399
2021-03-10,0.9473,0.9473,0.79,0.9473
2021-03-11,0.9726,0.9726,2.67,0.9726
2021-03-12,0.9735,0.9735,0.09,0.9735
2021-03-15,0.9441,0.9441,-3.02,0.9441
2021-03-16,0.9492,0.9492,0.54,0.9492
2021-03-17,0.9557,0.9557,0.68,0.9557
2021-03-18,0.9645,0.9645,0.92,0.9645
2021-03-19,0.9518,0.9518,-1.32,0.9518
2021-03-22,0.9624,0.9624,1.11,0.9624
2021-03-23,0.9536,0.9536,-0.91,0.9536
2021-03-24,0.9392,0.9392,-1.51,0.9392
2021-03-25,0.9425,0.9425,0.35,0.9425
2021-03-26,0.9632,0.9632,2.2,0.9632
2021-03-29,0.9639,0.9639,0.07,0.9639
2021-03-30,0.9694,0.9694,0.57,0.9694
2021-03-31,0.9645,0.9645,-0.51,0.9645
2021-04-01,0.9789,0.9789,1.49,0.9789
2021-04-02,0.9857,0.9857,0.69,0.9857
2021-04-06,0.9884,0.9884,0.27,0.9884
2021-04-07,0.9798,0.9798,-0.87,0.9798
