年份,权益登记日,除息日,每份分红,分红发放日
2017年,2017-12-13,2017-12-13,0.1600,2017-12-15
2016年,2016-10-24,2016-10-24,0.3600,2016-10-26
2010年,2010-12-07,2010-12-07,0.0600,2010-12-09
