年份,权益登记日,除息日,每份分红,分红发放日
2020年,2020-04-21,2020-04-21,0.0580,2020-04-23
2019年,2019-04-29,2019-04-29,0.0376,2019-05-06
2016年,2016-08-17,2016-08-17,0.0170,2016-08-19
