年份,权益登记日,除息日,每份分红,分红发放日
2019年,2019-06-21,2019-06-21,0.0501,2019-06-25
2019年,2019-02-18,2019-02-18,0.0547,2019-02-20
2018年,2018-09-25,2018-09-25,0.0553,2018-09-27
