年份,权益登记日,除息日,每份分红,分红发放日
2020年,2020-04-13,2020-04-13,0.0800,2020-04-15
2018年,2018-06-04,2018-06-04,0.0500,2018-06-06
2018年,2018-01-19,2018-01-19,0.0500,2018-01-23
