年份,权益登记日,除息日,每份分红,分红发放日
2020年,2020-04-22,2020-04-22,0.0485,2020-04-23
2019年,2019-12-16,2019-12-16,0.0500,2019-12-17
2018年,2018-06-20,2018-06-20,0.0470,2018-06-21
