年份,权益登记日,除息日,每份分红,分红发放日
2017年,2017-03-27,2017-03-27,0.3700,2017-03-28
2014年,2014-11-27,2014-11-27,0.0800,2014-11-28
2013年,2013-11-19,2013-11-19,0.1000,2013-11-20
