年份,权益登记日,除息日,每份分红,分红发放日
2020年,2020-09-08,2020-09-08,0.1000,2020-09-09
2020年,2020-05-12,2020-05-12,0.2000,2020-05-13
2019年,2019-03-04,2019-03-04,0.0060,2019-03-05
