年份,权益登记日,除息日,每份分红,分红发放日
2020年,2020-11-09,2020-11-09,0.0480,2020-11-11
2018年,2018-08-17,2018-08-17,0.0800,2018-08-21
2017年,2017-06-15,2017-06-15,0.0110,2017-06-19
