净值日期,累计净值,单位净值,日增长率,复权净值
2020-09-10,1.0,1.0,0.0,1.0
2020-09-11,1.0,1.0,0.0,1.0
2020-09-15,1.0001,1.0001,0.0,1.0001
2020-09-16,1.0001,1.0001,0.0,1.0001
2020-09-17,1.0006,1.0006,0.05,1.0006
2020-09-18,1.0008,1.0008,0.02,1.0008
2020-09-21,1.0009,1.0009,0.01,1.0009
2020-09-22,1.001,1.001,0.01,1.001
2020-09-23,1.001,1.001,0.0,1.001
2020-09-24,1.0011,1.0011,0.01,1.0011
2020-09-25,1.0011,1.0011,0.0,1.0011
2020-09-28,1.0012,1.0012,0.01,1.0012
2020-09-29,1.0012,1.0012,0.0,1.0012
2020-09-30,1.0014,1.0014,0.02,1.0014
2020-10-09,1.0021,1.0021,0.07,1.0021
2020-10-12,1.0025,1.0025,0.04,1.0025
2020-10-13,1.0027,1.0027,0.02,1.0027
2020-10-14,1.0001,1.0001,-0.26,1.0001
2020-10-15,1.0001,1.0001,0.0,1.0001
2020-10-16,0.9999,0.9999,-0.02,0.9999
2020-10-19,0.9992,0.9992,-0.07,0.9992
2020-10-20,0.999,0.999,-0.02,0.999
2020-10-21,0.9988,0.9988,-0.02,0.9988
2020-10-22,0.9988,0.9988,0.0,0.9988
2020-10-23,0.9987,0.9987,-0.01,0.9987
2020-10-26,0.9988,0.9988,0.01,0.9988
2020-10-27,0.9989,0.9989,0.01,0.9989
2020-10-28,0.9989,0.9989,0.0,0.9989
2020-10-29,0.9987,0.9987,-0.02,0.9987
2020-10-30,0.9987,0.9987,0.0,0.9987
2020-11-02,0.9983,0.9983,-0.04,0.9983
2020-11-03,0.9984,0.9984,0.01,0.9984
2020-11-04,0.9984,0.9984,0.0,0.9984
2020-11-05,0.9985,0.9985,0.01,0.9985
2020-11-06,0.9985,0.9985,0.0,0.9985
2020-11-09,0.9986,0.9986,0.01,0.9986
2020-11-10,0.9985,0.9985,-0.01,0.9985
2020-11-11,0.9986,0.9986,0.01,0.9986
2020-11-12,0.9985,0.9985,-0.01,0.9985
2020-11-13,0.9985,0.9985,0.0,0.9985
2020-11-16,0.9987,0.9987,0.02,0.9987
2020-11-17,0.9987,0.9987,0.0,0.9987
2020-11-18,0.9987,0.9987,0.0,0.9987
2020-11-19,0.9987,0.9987,0.0,0.9987
2020-11-20,0.9988,0.9988,0.01,0.9988
2020-11-23,0.9989,0.9989,0.01,0.9989
2020-11-24,0.9992,0.9992,0.03,0.9992
2020-11-25,0.9997,0.9997,0.05,0.9997
2020-11-26,0.9992,0.9992,-0.05,0.9992
2020-11-27,0.9991,0.9991,-0.01,0.9991
2020-11-30,1.0019,1.0019,0.28,1.0019
2020-12-01,1.0016,1.0016,-0.03,1.0016
2020-12-02,1.0013,1.0013,-0.03,1.0013
2020-12-03,1.0011,1.0011,-0.02,1.0011
2020-12-04,1.0011,1.0011,0.0,1.0011
2020-12-07,1.0012,1.0012,0.01,1.0012
2020-12-08,1.0012,1.0012,0.0,1.0012
2020-12-09,1.0013,1.0013,0.01,1.0013
2020-12-10,1.0014,1.0014,0.01,1.0014
2020-12-11,1.0028,1.0028,0.14,1.0028
2020-12-14,1.0028,1.0028,0.0,1.0028
2020-12-15,1.0032,1.0032,0.04,1.0032
2020-12-16,1.0033,1.0033,0.01,1.0033
2020-12-17,1.0035,1.0035,0.02,1.0035
2020-12-18,1.0035,1.0035,0.0,1.0035
2020-12-21,1.0036,1.0036,0.01,1.0036
2020-12-22,1.0039,1.0039,0.03,1.0039
2020-12-23,1.004,1.004,0.01,1.004
2020-12-24,1.0041,1.0041,0.01,1.0041
2020-12-25,1.0043,1.0043,0.02,1.0043
2020-12-28,1.0045,1.0045,0.02,1.0045
2020-12-29,1.0043,1.0043,-0.02,1.0043
2020-12-30,1.0036,1.0036,-0.07,1.0036
2020-12-31,1.0029,1.0029,-0.07,1.0029
2021-01-04,0.9994,0.9994,-0.35,0.9994
2021-01-05,0.9985,0.9985,-0.09,0.9985
2021-01-06,0.9976,0.9976,-0.09,0.9976
2021-01-07,0.9966,0.9966,-0.1,0.9966
2021-01-08,0.9957,0.9957,-0.09,0.9957
2021-01-11,0.9929,0.9929,-0.28,0.9929
2021-01-12,0.9929,0.9929,0.0,0.9929
2021-01-13,0.9929,0.9929,0.0,0.9929
2021-01-14,0.9929,0.9929,0.0,0.9929
2021-01-15,0.9724,0.9724,-2.06,0.9724
2021-01-18,0.9725,0.9725,0.01,0.9725
2021-01-19,0.9725,0.9725,0.0,0.9725
2021-01-20,0.9725,0.9725,0.0,0.9725
2021-01-21,0.9725,0.9725,0.0,0.9725
2021-01-22,0.9725,0.9725,0.0,0.9725
2021-01-25,0.9725,0.9725,0.0,0.9725
2021-01-26,0.9725,0.9725,0.0,0.9725
2021-01-27,0.9725,0.9725,0.0,0.9725
2021-01-28,0.9725,0.9725,0.0,0.9725
2021-01-29,0.9725,0.9725,0.0,0.9725
2021-02-01,0.9725,0.9725,0.0,0.9725
2021-02-02,0.9725,0.9725,0.0,0.9725
2021-02-03,0.9725,0.9725,0.0,0.9725
2021-02-04,0.9725,0.9725,0.0,0.9725
2021-02-05,0.9726,0.9726,0.01,0.9726
2021-02-08,0.9727,0.9727,0.01,0.9727
2021-02-09,0.9728,0.9728,0.01,0.9728
2021-02-10,0.9729,0.9729,0.01,0.9729
2021-02-18,0.9729,0.9729,0.0,0.9729
2021-02-19,0.9731,0.9731,0.02,0.9731
2021-02-22,0.9729,0.9729,-0.02,0.9729
2021-02-23,0.973,0.973,0.01,0.973
2021-02-24,0.9731,0.9731,0.01,0.9731
2021-02-25,0.973,0.973,-0.01,0.973
2021-02-26,0.9729,0.9729,-0.01,0.9729
2021-03-01,0.9733,0.9733,0.04,0.9733
2021-03-02,0.9733,0.9733,0.0,0.9733
2021-03-03,0.9734,0.9734,0.01,0.9734
2021-03-04,0.9732,0.9732,-0.02,0.9732
2021-03-05,0.9733,0.9733,0.01,0.9733
2021-03-08,0.9761,0.9761,0.29,0.9761
2021-03-09,0.976,0.976,-0.01,0.976
2021-03-10,0.9762,0.9762,0.02,0.9762
2021-03-11,0.9761,0.9761,-0.01,0.9761
2021-03-12,0.9761,0.9761,0.0,0.9761
2021-03-15,0.9759,0.9759,-0.02,0.9759
2021-03-16,0.9759,0.9759,0.0,0.9759
2021-03-17,0.9864,0.9864,1.08,0.9864
2021-03-18,0.9847,0.9847,-0.17,0.9847
2021-03-19,0.9848,0.9848,0.01,0.9848
2021-03-22,0.985,0.985,0.02,0.985
2021-03-23,0.9851,0.9851,0.01,0.9851
2021-03-24,0.9852,0.9852,0.01,0.9852
2021-03-25,0.9853,0.9853,0.01,0.9853
2021-03-26,0.9855,0.9855,0.02,0.9855
2021-03-29,0.9857,0.9857,0.02,0.9857
2021-03-30,0.9857,0.9857,0.0,0.9857
2021-03-31,0.9858,0.9858,0.01,0.9858
2021-04-01,0.986,0.986,0.02,0.986
2021-04-02,0.9859,0.9859,-0.01,0.9859
2021-04-06,0.9858,0.9858,-0.01,0.9858
2021-04-07,0.9858,0.9858,0.0,0.9858
2021-04-08,0.9857,0.9857,-0.01,0.9857
2021-04-09,0.9858,0.9858,0.01,0.9858
2021-04-12,0.9857,0.9857,-0.01,0.9857
2021-04-13,0.9856,0.9856,-0.01,0.9856
2021-04-14,0.9857,0.9857,0.01,0.9857
2021-04-15,0.9856,0.9856,-0.01,0.9856
2021-04-16,0.9854,0.9854,-0.02,0.9854
2021-04-19,0.9853,0.9853,-0.01,0.9853
2021-04-20,0.9851,0.9851,-0.02,0.9851
2021-04-21,0.985,0.985,-0.01,0.985
2021-04-22,0.985,0.985,0.0,0.985
2021-04-23,0.9849,0.9849,-0.01,0.9849
2021-04-26,0.9846,0.9846,-0.03,0.9846
2021-04-27,0.9846,0.9846,0.0,0.9846
2021-04-28,0.9841,0.9841,-0.05,0.9841
2021-04-29,0.9841,0.9841,0.0,0.9841
2021-04-30,0.984,0.984,-0.01,0.984
2021-05-06,0.984,0.984,0.0,0.984
2021-05-07,0.984,0.984,0.0,0.984
2021-05-10,0.9835,0.9835,-0.05,0.9835
2021-05-11,0.9838,0.9838,0.03,0.9838
2021-05-12,0.9841,0.9841,0.03,0.9841
2021-05-13,0.9835,0.9835,-0.06,0.9835
2021-05-14,0.9837,0.9837,0.02,0.9837
2021-05-17,0.9833,0.9833,-0.04,0.9833
2021-05-18,0.9833,0.9833,0.0,0.9833
2021-05-19,0.9833,0.9833,0.0,0.9833
2021-05-20,0.9833,0.9833,0.0,0.9833
2021-05-21,0.9834,0.9834,0.01,0.9834
2021-05-24,0.9834,0.9834,0.0,0.9834
2021-05-25,0.9834,0.9834,0.0,0.9834
2021-05-26,0.9835,0.9835,0.01,0.9835
2021-05-27,0.9831,0.9831,-0.04,0.9831
2021-05-28,0.9852,0.9852,0.21,0.9852
2021-05-31,0.9925,0.9925,0.74,0.9925
2021-06-01,0.9926,0.9926,0.01,0.9926
2021-06-02,0.9926,0.9926,0.0,0.9926
2021-06-03,0.9927,0.9927,0.01,0.9927
2021-06-04,0.9928,0.9928,0.01,0.9928
2021-06-07,0.9931,0.9931,0.03,0.9931
2021-06-08,0.9932,0.9932,0.01,0.9932
2021-06-09,0.9932,0.9932,0.0,0.9932
2021-06-10,0.9932,0.9932,0.0,0.9932
2021-06-11,0.9932,0.9932,0.0,0.9932
2021-06-15,0.9934,0.9934,0.02,0.9934
2021-06-16,0.9934,0.9934,0.0,0.9934
2021-06-17,0.9934,0.9934,0.0,0.9934
2021-06-18,0.9935,0.9935,0.01,0.9935
2021-06-21,0.9936,0.9936,0.01,0.9936
2021-06-22,0.9936,0.9936,0.0,0.9936
2021-06-23,0.9936,0.9936,0.0,0.9936
2021-06-24,0.9937,0.9937,0.01,0.9937
2021-06-25,0.9938,0.9938,0.01,0.9938
2021-06-28,0.9938,0.9938,0.0,0.9938
2021-06-29,0.9939,0.9939,0.01,0.9939
2021-06-30,0.9939,0.9939,0.0,0.9939
2021-07-01,0.994,0.994,0.01,0.994
2021-07-02,0.9941,0.9941,0.01,0.9941
2021-07-05,0.9942,0.9942,0.01,0.9942
2021-07-06,0.9942,0.9942,0.0,0.9942
2021-07-07,0.9942,0.9942,0.0,0.9942
2021-07-08,0.9942,0.9942,0.0,0.9942
2021-07-09,0.9939,0.9939,-0.03,0.9939
2021-07-12,0.9929,0.9929,-0.1,0.9929
2021-07-13,0.993,0.993,0.01,0.993
2021-07-14,0.993,0.993,0.0,0.993
2021-07-15,0.993,0.993,0.0,0.993
2021-07-16,0.9931,0.9931,0.01,0.9931
2021-07-19,0.9931,0.9931,0.0,0.9931
2021-07-20,0.9931,0.9931,0.0,0.9931
2021-07-21,0.9929,0.9929,-0.02,0.9929
2021-07-22,0.9927,0.9927,-0.02,0.9927
2021-07-23,0.9928,0.9928,0.01,0.9928
2021-07-26,0.9931,0.9931,0.03,0.9931
2021-07-27,0.9931,0.9931,0.0,0.9931
2021-07-28,0.9931,0.9931,0.0,0.9931
