年份,权益登记日,除息日,每份分红,分红发放日
2017年,2017-12-22,2017-12-22,0.0880,2017-12-25
2015年,2015-12-10,2015-12-10,0.2580,2015-12-11
2014年,2014-06-24,2014-06-24,0.0100,2014-06-25
