年份,权益登记日,除息日,每份分红,分红发放日
2013年,2013-12-04,2013-12-04,0.2500,2013-12-05
2011年,2011-12-29,2011-12-29,0.1100,2011-12-30
2009年,2009-08-04,2009-08-04,0.1000,2009-08-05
