净值日期,累计净值,单位净值,日增长率,复权净值
2017-07-20,1.205,1.205,0.0,1.205
2017-07-21,1.215,1.215,0.8299,1.215
2017-07-24,1.225,1.225,0.823,1.225
2017-07-25,1.222,1.222,-0.2449,1.222
2017-07-26,1.227,1.227,0.4092,1.227
2017-07-27,1.247,1.247,1.63,1.247
2017-07-28,1.242,1.242,-0.401,1.242
2017-07-31,1.255,1.255,1.0467,1.255
2017-08-01,1.254,1.254,-0.0797,1.254
2017-08-02,1.243,1.243,-0.8772,1.243
2017-08-03,1.249,1.249,0.4827,1.249
2017-08-04,1.245,1.245,-0.3203,1.245
2017-08-07,1.258,1.258,1.0442,1.258
2017-08-08,1.26,1.26,0.159,1.26
2017-08-09,1.264,1.264,0.3175,1.264
2017-08-10,1.254,1.254,-0.7911,1.254
2017-08-11,1.231,1.231,-1.8341,1.231
2017-08-14,1.25,1.25,1.5435,1.25
2017-08-15,1.252,1.252,0.16,1.252
2017-08-16,1.257,1.257,0.3994,1.257
2017-08-17,1.266,1.266,0.716,1.266
2017-08-18,1.261,1.261,-0.3949,1.261
2017-08-21,1.272,1.272,0.8723,1.272
2017-08-22,1.263,1.263,-0.7075,1.263
2017-08-23,1.255,1.255,-0.6334,1.255
2017-08-24,1.248,1.248,-0.5578,1.248
2017-08-25,1.261,1.261,1.0417,1.261
2017-08-28,1.273,1.273,0.9516,1.273
2017-08-29,1.271,1.271,-0.1571,1.271
2017-08-30,1.276,1.276,0.3934,1.276
2017-08-31,1.28,1.28,0.3135,1.28
2017-09-01,1.286,1.286,0.4688,1.286
2017-09-04,1.291,1.291,0.3888,1.291
2017-09-05,1.29,1.29,-0.0775,1.29
2017-09-06,1.296,1.296,0.4651,1.296
2017-09-07,1.296,1.296,0.0,1.296
2017-09-08,1.295,1.295,-0.0772,1.295
2017-09-11,1.306,1.306,0.8494,1.306
2017-09-12,1.302,1.302,-0.3063,1.302
2017-09-13,1.303,1.303,0.0768,1.303
2017-09-14,1.306,1.306,0.2302,1.306
2017-09-15,1.298,1.298,-0.6126,1.298
2017-09-18,1.308,1.308,0.7704,1.308
2017-09-19,1.31,1.31,0.1529,1.31
2017-09-20,1.326,1.326,1.2214,1.326
2017-09-21,1.317,1.317,-0.6787,1.317
