年份,权益登记日,除息日,每份分红,分红发放日
2020年,2020-12-07,2020-12-07,0.0400,2020-12-08
2020年,2020-04-28,2020-04-28,0.0230,2020-04-29
2019年,2019-12-25,2019-12-25,0.0700,2019-12-26
