年份,权益登记日,除息日,每份分红,分红发放日
2019年,2019-06-11,2019-06-11,0.0200,2019-06-13
2018年,2018-12-25,2018-12-25,0.0533,2018-12-27
2017年,2017-08-21,2017-08-21,0.2600,2017-08-23
