年份,权益登记日,除息日,每份分红,分红发放日
2019年,2019-09-24,2019-09-24,0.0778,2019-09-26
2016年,2016-12-21,2016-12-21,0.2510,2016-12-23
2013年,2013-11-04,2013-11-04,0.0500,2013-11-06
