净值日期,累计净值,单位净值,日增长率,复权净值
2020-09-29,1.0,1.0,0.0,1.0
2020-09-30,1.0,1.0,0.0,1.0
2020-10-09,0.9999,0.9999,-0.01,0.9999
2020-10-16,0.9998,0.9998,0.0,0.9998
2020-10-23,0.9999,0.9999,0.0,0.9999
2020-10-28,1.0002,1.0002,0.0,1.0002
2020-10-29,1.0002,1.0002,0.0,1.0002
2020-10-30,1.0002,1.0002,0.0,1.0002
2020-11-02,1.0005,1.0005,0.03,1.0005
2020-11-03,1.0006,1.0006,0.01,1.0006
2020-11-04,1.0003,1.0003,-0.03,1.0003
2020-11-05,1.0017,1.0017,0.14,1.0017
2020-11-06,1.0005,1.0005,-0.12,1.0005
2020-11-09,1.0037,1.0037,0.32,1.0037
2020-11-10,1.0028,1.0028,-0.09,1.0028
2020-11-11,1.0017,1.0017,-0.11,1.0017
2020-11-12,1.0023,1.0023,0.06,1.0023
2020-11-13,1.0008,1.0008,-0.15,1.0008
2020-11-16,1.0019,1.0019,0.11,1.0019
2020-11-17,1.0003,1.0003,-0.16,1.0003
2020-11-18,1.0006,1.0006,0.03,1.0006
2020-11-19,0.9988,0.9988,-0.18,0.9988
2020-11-20,0.9996,0.9996,0.08,0.9996
2020-11-23,1.0062,1.0062,0.66,1.0062
2020-11-24,1.0078,1.0078,0.16,1.0078
2020-11-25,1.0064,1.0064,-0.14,1.0064
2020-11-26,1.0054,1.0054,-0.1,1.0054
2020-11-27,1.0078,1.0078,0.24,1.0078
2020-11-30,1.0079,1.0079,0.01,1.0079
2020-12-01,1.0146,1.0146,0.66,1.0146
2020-12-02,1.0128,1.0128,-0.18,1.0128
2020-12-03,1.0076,1.0076,-0.51,1.0076
2020-12-04,1.0056,1.0056,-0.2,1.0056
2020-12-07,1.0028,1.0028,-0.28,1.0028
2020-12-08,1.0009,1.0009,-0.19,1.0009
2020-12-09,0.9963,0.9963,-0.46,0.9963
2020-12-10,0.9935,0.9935,-0.28,0.9935
2020-12-11,0.9864,0.9864,-0.71,0.9864
2020-12-14,0.9855,0.9855,-0.09,0.9855
2020-12-15,0.9767,0.9767,-0.89,0.9767
2020-12-16,0.9736,0.9736,-0.32,0.9736
2020-12-17,0.9786,0.9786,0.51,0.9786
2020-12-18,0.982,0.982,0.35,0.982
2020-12-21,0.9875,0.9875,0.56,0.9875
2020-12-22,0.9771,0.9771,-1.05,0.9771
2020-12-23,0.9774,0.9774,0.03,0.9774
2020-12-24,0.9661,0.9661,-1.16,0.9661
2020-12-25,0.9741,0.9741,0.83,0.9741
2020-12-28,0.9687,0.9687,-0.55,0.9687
2020-12-29,0.9657,0.9657,-0.31,0.9657
2020-12-30,0.9744,0.9744,0.9,0.9744
2020-12-31,0.9836,0.9836,0.94,0.9836
2021-01-04,0.992,0.992,0.85,0.992
2021-01-05,0.9956,0.9956,0.36,0.9956
2021-01-06,0.9931,0.9931,-0.25,0.9931
2021-01-07,0.9885,0.9885,-0.46,0.9885
2021-01-08,0.9864,0.9864,-0.21,0.9864
2021-01-11,0.9825,0.9825,-0.4,0.9825
2021-01-12,0.9877,0.9877,0.53,0.9877
2021-01-13,0.9819,0.9819,-0.59,0.9819
2021-01-14,0.984,0.984,0.21,0.984
2021-01-15,0.9891,0.9891,0.52,0.9891
2021-01-18,0.9978,0.9978,0.88,0.9978
2021-01-19,0.9929,0.9929,-0.49,0.9929
2021-01-20,0.994,0.994,0.11,0.994
2021-01-21,1.0012,1.0012,0.72,1.0012
2021-01-22,0.9964,0.9964,-0.48,0.9964
2021-01-25,0.9916,0.9916,-0.48,0.9916
2021-01-26,0.98,0.98,-1.17,0.98
2021-01-27,0.9772,0.9772,-0.29,0.9772
2021-01-28,0.9601,0.9601,-1.75,0.9601
2021-01-29,0.9438,0.9438,-1.7,0.9438
2021-02-01,0.9482,0.9482,0.47,0.9482
2021-02-02,0.9483,0.9483,0.01,0.9483
2021-02-03,0.9396,0.9396,-0.92,0.9396
2021-02-04,0.925,0.925,-1.55,0.925
2021-02-05,0.9223,0.9223,-0.29,0.9223
2021-02-08,0.9313,0.9313,0.98,0.9313
2021-02-09,0.9493,0.9493,1.93,0.9493
2021-02-10,0.9579,0.9579,0.91,0.9579
2021-02-18,0.9783,0.9783,2.13,0.9783
2021-02-19,0.9913,0.9913,1.33,0.9913
2021-02-22,1.0028,1.0028,1.16,1.0028
2021-02-23,0.9961,0.9961,-0.67,0.9961
2021-02-24,0.9825,0.9825,-1.37,0.9825
2021-02-25,0.9843,0.9843,0.18,0.9843
2021-02-26,0.9727,0.9727,-1.18,0.9727
2021-03-01,0.981,0.981,0.85,0.981
2021-03-02,0.9752,0.9752,-0.59,0.9752
2021-03-03,0.9936,0.9936,1.89,0.9936
2021-03-04,0.9854,0.9854,-0.83,0.9854
2021-03-05,0.9811,0.9811,-0.44,0.9811
2021-03-08,0.9747,0.9747,-0.65,0.9747
2021-03-09,0.9691,0.9691,-0.57,0.9691
2021-03-10,0.9708,0.9708,0.18,0.9708
2021-03-11,0.9933,0.9933,2.32,0.9933
2021-03-12,0.9964,0.9964,0.31,0.9964
2021-03-15,0.9946,0.9946,-0.18,0.9946
2021-03-16,0.9989,0.9989,0.43,0.9989
2021-03-17,0.9948,0.9948,-0.41,0.9948
2021-03-18,1.0026,1.0026,0.78,1.0026
2021-03-19,0.9962,0.9962,-0.64,0.9962
2021-03-22,1.005,1.005,0.88,1.005
2021-03-23,0.9936,0.9936,-1.13,0.9936
2021-03-24,0.9766,0.9766,-1.71,0.9766
2021-03-25,0.9735,0.9735,-0.32,0.9735
2021-03-26,0.9808,0.9808,0.75,0.9808
2021-03-29,0.9852,0.9852,0.45,0.9852
2021-03-30,0.9872,0.9872,0.2,0.9872
2021-03-31,0.9822,0.9822,-0.51,0.9822
2021-04-01,0.987,0.987,0.49,0.987
2021-04-02,0.988,0.988,0.1,0.988
2021-04-06,0.9907,0.9907,0.27,0.9907
2021-04-07,0.9947,0.9947,0.4,0.9947
2021-04-08,0.9956,0.9956,0.09,0.9956
2021-04-09,0.9944,0.9944,-0.12,0.9944
2021-04-12,0.985,0.985,-0.95,0.985
2021-04-13,0.9781,0.9781,-0.7,0.9781
2021-04-14,0.9831,0.9831,0.51,0.9831
2021-04-15,0.9809,0.9809,-0.22,0.9809
2021-04-16,0.9872,0.9872,0.64,0.9872
2021-04-19,1.0004,1.0004,1.34,1.0004
2021-04-20,1.0019,1.0019,0.15,1.0019
2021-04-21,0.9975,0.9975,-0.44,0.9975
2021-04-22,1.0001,1.0001,0.26,1.0001
2021-04-23,0.9988,0.9988,-0.13,0.9988
2021-04-26,0.9946,0.9946,-0.42,0.9946
2021-04-27,0.989,0.989,-0.56,0.989
2021-04-28,0.9915,0.9915,0.25,0.9915
2021-04-29,0.9936,0.9936,0.21,0.9936
2021-04-30,0.9909,0.9909,-0.27,0.9909
2021-05-06,1.001,1.001,1.02,1.001
2021-05-07,1.0037,1.0037,0.27,1.0037
2021-05-10,1.0129,1.0129,0.92,1.0129
2021-05-11,1.0122,1.0122,-0.07,1.0122
2021-05-12,1.0175,1.0175,0.52,1.0175
2021-05-13,1.009,1.009,-0.84,1.009
2021-05-14,1.0094,1.0094,0.04,1.0094
2021-05-17,1.0072,1.0072,-0.22,1.0072
2021-05-18,1.011,1.011,0.38,1.011
2021-05-19,1.0062,1.0062,-0.47,1.0062
2021-05-20,1.0017,1.0017,-0.45,1.0017
2021-05-21,1.0039,1.0039,0.22,1.0039
2021-05-24,1.0054,1.0054,0.15,1.0054
2021-05-25,1.0112,1.0112,0.58,1.0112
2021-05-26,1.0181,1.0181,0.68,1.0181
2021-05-27,1.0211,1.0211,0.29,1.0211
2021-05-28,1.0207,1.0207,-0.04,1.0207
2021-05-31,1.0231,1.0231,0.24,1.0231
2021-06-01,1.0224,1.0224,-0.07,1.0224
2021-06-02,1.0211,1.0211,-0.13,1.0211
2021-06-03,1.0238,1.0238,0.26,1.0238
2021-06-04,1.0242,1.0242,0.04,1.0242
2021-06-07,1.0212,1.0212,-0.29,1.0212
2021-06-08,1.0208,1.0208,-0.04,1.0208
2021-06-09,1.0208,1.0208,0.0,1.0208
2021-06-10,1.0227,1.0227,0.19,1.0227
2021-06-11,1.0231,1.0231,0.04,1.0231
2021-06-15,1.017,1.017,-0.6,1.017
2021-06-16,1.0049,1.0049,-1.19,1.0049
2021-06-17,1.0013,1.0013,-0.36,1.0013
2021-06-18,1.0032,1.0032,0.19,1.0032
2021-06-21,1.0101,1.0101,0.69,1.0101
2021-06-22,1.0171,1.0171,0.69,1.0171
2021-06-23,1.0217,1.0217,0.45,1.0217
2021-06-24,1.0227,1.0227,0.1,1.0227
2021-06-25,1.0293,1.0293,0.65,1.0293
2021-06-28,1.0321,1.0321,0.27,1.0321
2021-06-29,1.0266,1.0266,-0.53,1.0266
2021-06-30,1.029,1.029,0.23,1.029
2021-07-01,1.0254,1.0254,-0.35,1.0254
2021-07-02,1.0272,1.0272,0.18,1.0272
2021-07-05,1.0273,1.0273,0.01,1.0273
2021-07-06,1.0303,1.0303,0.29,1.0303
2021-07-07,1.0408,1.0408,1.02,1.0408
2021-07-08,1.0417,1.0417,0.09,1.0417
2021-07-09,1.0495,1.0495,0.75,1.0495
2021-07-12,1.0583,1.0583,0.84,1.0583
2021-07-13,1.0684,1.0684,0.95,1.0684
2021-07-14,1.0647,1.0647,-0.35,1.0647
2021-07-15,1.0706,1.0706,0.55,1.0706
2021-07-16,1.0742,1.0742,0.34,1.0742
2021-07-19,1.0745,1.0745,0.03,1.0745
2021-07-20,1.0703,1.0703,-0.39,1.0703
2021-07-21,1.0782,1.0782,0.74,1.0782
2021-07-22,1.0938,1.0938,1.45,1.0938
2021-07-23,1.1028,1.1028,0.82,1.1028
