年份,权益登记日,除息日,每份分红,分红发放日
2020年,2020-12-22,2020-12-22,0.0200,2020-12-23
2020年,2020-07-23,2020-07-23,0.0100,2020-07-24
2019年,2019-05-29,2019-05-29,0.0200,2019-05-30
