年份,权益登记日,除息日,每份分红,分红发放日
2016年,2016-02-22,2016-02-22,0.3328,2016-02-23
2011年,2011-01-10,2011-01-10,0.1800,2011-01-11
2010年,2010-01-07,2010-01-07,0.2000,2010-01-08
