年份,权益登记日,除息日,每份分红,分红发放日
2021年,2021-01-12,2021-01-12,0.0100,2021-01-13
2018年,2018-01-19,2018-01-19,0.0020,2018-01-22
2017年,2017-01-12,2017-01-12,0.0400,2017-01-13
2016年,2016-01-13,2016-01-13,0.0050,2016-01-14
