年份,权益登记日,除息日,每份分红,分红发放日
2020年,2020-07-22,2020-07-22,0.0600,2020-07-23
2017年,2017-11-14,2017-11-14,0.1400,2017-11-15
2016年,2016-12-09,2016-12-09,0.5200,2016-12-12
