年份,权益登记日,除息日,每份分红,分红发放日
2020年,2020-12-17,2020-12-17,0.0300,2020-12-21
2020年,2020-06-22,2020-06-22,0.0450,2020-06-24
2018年,2018-10-29,2018-10-29,0.0530,2018-10-31
