净值日期,累计净值,单位净值,日增长率,复权净值
2020-08-24,1.0,1.0,0.0,1.0
2020-08-28,1.0001,1.0001,0.0,1.0001
2020-09-04,1.0003,1.0003,0.0,1.0003
2020-09-11,1.0007,1.0007,0.0,1.0007
2020-09-18,1.0015,1.0015,0.0,1.0015
2020-09-22,1.0021,1.0021,0.0,1.0021
2020-09-23,1.0021,1.0021,0.0,1.0021
2020-09-24,1.0021,1.0021,0.0,1.0021
2020-09-25,1.0015,1.0015,-0.06,1.0015
2020-09-28,1.0016,1.0016,0.01,1.0016
2020-09-29,1.0015,1.0015,-0.01,1.0015
2020-09-30,1.0018,1.0018,0.03,1.0018
2020-10-09,1.0016,1.0016,-0.02,1.0016
2020-10-12,1.0018,1.0018,0.02,1.0018
2020-10-13,1.0021,1.0021,0.03,1.0021
2020-10-14,1.0019,1.0019,-0.02,1.0019
2020-10-15,1.002,1.002,0.01,1.002
2020-10-16,1.002,1.002,0.0,1.002
2020-10-19,1.0027,1.0027,0.07,1.0027
2020-10-20,1.0027,1.0027,0.0,1.0027
2020-10-21,1.0031,1.0031,0.04,1.0031
2020-10-22,1.0035,1.0035,0.04,1.0035
2020-10-23,1.0032,1.0032,-0.03,1.0032
2020-10-26,1.0034,1.0034,0.02,1.0034
2020-10-27,1.0038,1.0038,0.04,1.0038
2020-10-28,1.0035,1.0035,-0.03,1.0035
2020-10-29,1.0034,1.0034,-0.01,1.0034
2020-10-30,1.0036,1.0036,0.02,1.0036
2020-11-02,1.0038,1.0038,0.02,1.0038
2020-11-03,1.0042,1.0042,0.04,1.0042
2020-11-04,1.0043,1.0043,0.01,1.0043
2020-11-05,1.0043,1.0043,0.0,1.0043
2020-11-06,1.004,1.004,-0.03,1.004
2020-11-09,1.0041,1.0041,0.01,1.0041
2020-11-10,1.0042,1.0042,0.01,1.0042
2020-11-11,1.0042,1.0042,0.0,1.0042
2020-11-12,1.0041,1.0041,-0.01,1.0041
2020-11-13,1.0039,1.0039,-0.02,1.0039
2020-11-16,1.0041,1.0041,0.02,1.0041
2020-11-17,1.0041,1.0041,0.0,1.0041
2020-11-18,1.0038,1.0038,-0.03,1.0038
2020-11-19,1.0034,1.0034,-0.04,1.0034
2020-11-20,1.0036,1.0036,0.02,1.0036
2020-11-23,1.0042,1.0042,0.06,1.0042
2020-11-24,1.004,1.004,-0.02,1.004
2020-11-25,1.005,1.005,0.1,1.005
2020-11-26,1.005,1.005,0.0,1.005
2020-11-27,1.0051,1.0051,0.01,1.0051
2020-11-30,1.0067,1.0067,0.16,1.0067
2020-12-01,1.0061,1.0061,-0.06,1.0061
2020-12-02,1.0056,1.0056,-0.05,1.0056
2020-12-03,1.0061,1.0061,0.05,1.0061
2020-12-04,1.0068,1.0068,0.07,1.0068
2020-12-07,1.0069,1.0069,0.01,1.0069
2020-12-08,1.0077,1.0077,0.08,1.0077
2020-12-09,1.0075,1.0075,-0.02,1.0075
2020-12-10,1.0081,1.0081,0.06,1.0081
2020-12-11,1.0073,1.0073,-0.08,1.0073
2020-12-14,1.0077,1.0077,0.04,1.0077
2020-12-15,1.0086,1.0086,0.09,1.0086
2020-12-16,1.009,1.009,0.04,1.009
2020-12-17,1.0088,1.0088,-0.02,1.0088
2020-12-18,1.0088,1.0088,0.0,1.0088
2020-12-21,1.0099,1.0099,0.11,1.0099
2020-12-22,1.0108,1.0108,0.09,1.0108
2020-12-23,1.0113,1.0113,0.05,1.0113
2020-12-24,1.0108,1.0108,-0.05,1.0108
2020-12-25,1.012,1.012,0.12,1.012
2020-12-28,1.0126,1.0126,0.06,1.0126
