年份,权益登记日,除息日,每份分红,分红发放日
2015年,2015-01-12,2015-01-09,0.0244,2015-01-22
2014年,2014-01-10,2014-01-09,0.0066,2014-01-22
2012年,2012-09-21,2012-09-20,0.0280,2012-09-28
