年份,权益登记日,除息日,每份分红,分红发放日
2018年,2018-07-13,2018-07-13,0.0600,2018-07-17
2016年,2016-12-26,2016-12-26,0.2100,2016-12-28
2015年,2015-12-23,2015-12-23,0.0500,2015-12-25
