年份,权益登记日,除息日,每份分红,分红发放日
2016年,2016-12-05,2016-12-05,0.3800,2016-12-07
2013年,2013-08-26,2013-08-26,0.0200,2013-08-28
2013年,2013-01-22,2013-01-22,0.0510,2013-01-24
