年份,权益登记日,除息日,每份分红,分红发放日
2020年,2020-03-20,2020-03-20,0.0210,2020-03-23
2019年,2019-08-09,2019-08-09,0.0245,2019-08-12
2018年,2018-12-07,2018-12-07,0.0150,2018-12-10
