净值日期,累计净值,单位净值,日增长率,复权净值
2020-04-29,1.0,1.0,0.0,1.0
2020-04-30,1.0,1.0,0.0,1.0
2020-05-08,1.0,1.0,0.0,1.0
2020-05-15,0.9994,0.9994,0.0,0.9994
2020-05-22,1.0007,1.0007,0.0,1.0007
2020-05-29,0.9988,0.9988,0.0,0.9988
2020-06-05,0.9922,0.9922,0.0,0.9922
2020-06-12,0.9958,0.9958,0.0,0.9958
2020-06-19,0.9924,0.9924,0.0,0.9924
2020-06-24,0.9918,0.9918,0.0,0.9918
2020-06-30,0.9935,0.9935,0.0,0.9935
2020-07-02,0.9935,0.9935,0.0,0.9935
2020-07-03,0.9921,0.9921,-0.1409,0.9921
2020-07-06,0.9884,0.9884,-0.3729,0.9884
2020-07-07,0.9867,0.9867,-0.172,0.9867
2020-07-08,0.9858,0.9858,-0.0912,0.9858
2020-07-09,0.9834,0.9834,-0.2435,0.9834
2020-07-10,0.984,0.984,0.061,0.984
2020-07-13,0.9826,0.9826,-0.1423,0.9826
2020-07-14,0.9822,0.9822,-0.0407,0.9822
2020-07-15,0.9817,0.9817,-0.0509,0.9817
2020-07-16,0.9786,0.9786,-0.3158,0.9786
2020-07-17,0.9787,0.9787,0.0102,0.9787
2020-07-20,0.9824,0.9824,0.3781,0.9824
2020-07-21,0.986,0.986,0.3664,0.986
2020-07-22,0.9881,0.9881,0.213,0.9881
2020-07-23,0.9877,0.9877,-0.0405,0.9877
2020-07-24,0.9871,0.9871,-0.0607,0.9871
2020-07-27,0.9868,0.9868,-0.0304,0.9868
2020-07-28,0.9874,0.9874,0.0608,0.9874
2020-07-29,0.9888,0.9888,0.1418,0.9888
2020-07-30,0.9876,0.9876,-0.1214,0.9876
2020-07-31,0.988,0.988,0.0405,0.988
2020-08-03,0.9893,0.9893,0.1316,0.9893
2020-08-04,0.9896,0.9896,0.0303,0.9896
2020-08-05,0.9901,0.9901,0.0505,0.9901
2020-08-06,0.9898,0.9898,-0.0303,0.9898
2020-08-07,0.9895,0.9895,-0.0303,0.9895
2020-08-10,0.9901,0.9901,0.0606,0.9901
2020-08-11,0.989,0.989,-0.1111,0.989
2020-08-12,0.9875,0.9875,-0.1517,0.9875
2020-08-13,0.988,0.988,0.0506,0.988
2020-08-14,0.9888,0.9888,0.081,0.9888
2020-08-17,0.9907,0.9907,0.1922,0.9907
2020-08-18,0.9911,0.9911,0.0404,0.9911
2020-08-19,0.9903,0.9903,-0.0807,0.9903
2020-08-20,0.9888,0.9888,-0.1515,0.9888
2020-08-21,0.9887,0.9887,-0.0101,0.9887
2020-08-24,0.9891,0.9891,0.04,0.9891
2020-08-25,0.9889,0.9889,-0.02,0.9889
2020-08-26,0.9879,0.9879,-0.1,0.9879
2020-08-27,0.988,0.988,0.01,0.988
2020-08-28,0.9883,0.9883,0.03,0.9883
2020-08-31,0.9889,0.9889,0.06,0.9889
2020-09-01,0.9892,0.9892,0.03,0.9892
2020-09-02,0.9892,0.9892,0.0,0.9892
2020-09-03,0.9887,0.9887,-0.05,0.9887
2020-09-04,0.9885,0.9885,-0.02,0.9885
2020-09-07,0.9878,0.9878,-0.07,0.9878
2020-09-08,0.9878,0.9878,0.0,0.9878
2020-09-09,0.9872,0.9872,-0.06,0.9872
2020-09-10,0.987,0.987,-0.02,0.987
2020-09-11,0.9872,0.9872,0.02,0.9872
2020-09-14,0.9877,0.9877,0.05,0.9877
2020-09-15,0.9881,0.9881,0.04,0.9881
2020-09-16,0.9881,0.9881,0.0,0.9881
2020-09-17,0.9882,0.9882,0.01,0.9882
2020-09-18,0.9887,0.9887,0.05,0.9887
2020-09-21,0.9889,0.9889,0.02,0.9889
2020-09-22,0.9888,0.9888,-0.01,0.9888
2020-09-23,0.989,0.989,0.02,0.989
2020-09-24,0.9883,0.9883,-0.07,0.9883
2020-09-25,0.988,0.988,-0.03,0.988
2020-09-28,0.9876,0.9876,-0.04,0.9876
2020-09-29,0.9879,0.9879,0.03,0.9879
2020-09-30,0.988,0.988,0.01,0.988
2020-10-09,0.9893,0.9893,0.13,0.9893
2020-10-12,0.9901,0.9901,0.08,0.9901
2020-10-13,0.9904,0.9904,0.03,0.9904
2020-10-14,0.9904,0.9904,0.0,0.9904
2020-10-15,0.9905,0.9905,0.01,0.9905
2020-10-16,0.9904,0.9904,-0.01,0.9904
2020-10-19,0.9906,0.9906,0.02,0.9906
2020-10-20,0.9909,0.9909,0.03,0.9909
2020-10-21,0.9909,0.9909,0.0,0.9909
2020-10-22,0.9915,0.9915,0.06,0.9915
2020-10-23,0.991,0.991,-0.05,0.991
2020-10-26,0.9912,0.9912,0.02,0.9912
2020-10-27,0.9917,0.9917,0.05,0.9917
2020-10-28,0.9919,0.9919,0.02,0.9919
2020-10-29,0.9919,0.9919,0.0,0.9919
2020-10-30,0.9916,0.9916,-0.03,0.9916
2020-11-02,0.9914,0.9914,-0.02,0.9914
2020-11-03,0.992,0.992,0.06,0.992
2020-11-04,0.9922,0.9922,0.02,0.9922
2020-11-05,0.9927,0.9927,0.05,0.9927
2020-11-06,0.9925,0.9925,-0.02,0.9925
2020-11-09,0.9934,0.9934,0.09,0.9934
2020-11-10,0.9932,0.9932,-0.02,0.9932
2020-11-11,0.9927,0.9927,-0.05,0.9927
2020-11-12,0.9923,0.9923,-0.04,0.9923
2020-11-13,0.9916,0.9916,-0.07,0.9916
2020-11-16,0.9914,0.9914,-0.02,0.9914
2020-11-17,0.9906,0.9906,-0.08,0.9906
2020-11-18,0.9901,0.9901,-0.05,0.9901
2020-11-19,0.9895,0.9895,-0.06,0.9895
2020-11-20,0.9892,0.9892,-0.03,0.9892
2020-11-23,0.9899,0.9899,0.07,0.9899
2020-11-24,0.9901,0.9901,0.02,0.9901
2020-11-25,0.9903,0.9903,0.02,0.9903
2020-11-26,0.9901,0.9901,-0.02,0.9901
2020-11-27,0.9903,0.9903,0.02,0.9903
2020-11-30,0.9914,0.9914,0.11,0.9914
2020-12-01,0.9922,0.9922,0.08,0.9922
2020-12-02,0.9921,0.9921,-0.01,0.9921
2020-12-03,0.9921,0.9921,0.0,0.9921
2020-12-04,0.9924,0.9924,0.03,0.9924
2020-12-07,0.9928,0.9928,0.04,0.9928
2020-12-08,0.9931,0.9931,0.03,0.9931
2020-12-09,0.993,0.993,-0.01,0.993
2020-12-10,0.993,0.993,0.0,0.993
2020-12-11,0.9925,0.9925,-0.05,0.9925
2020-12-14,0.9931,0.9931,0.06,0.9931
2020-12-15,0.9925,0.9925,-0.06,0.9925
2020-12-16,0.9921,0.9921,-0.04,0.9921
2020-12-17,0.9924,0.9924,0.03,0.9924
2020-12-18,0.9931,0.9931,0.07,0.9931
2020-12-21,0.9941,0.9941,0.1,0.9941
2020-12-22,0.9946,0.9946,0.05,0.9946
2020-12-23,0.9948,0.9948,0.02,0.9948
2020-12-24,0.9938,0.9938,-0.1,0.9938
2020-12-25,0.9943,0.9943,0.05,0.9943
2020-12-28,0.9945,0.9945,0.02,0.9945
2020-12-29,0.9949,0.9949,0.04,0.9949
2020-12-30,0.9961,0.9961,0.12,0.9961
2020-12-31,0.9973,0.9973,0.12,0.9973
2021-01-04,0.9982,0.9982,0.09,0.9982
2021-01-05,0.9993,0.9993,0.11,0.9993
2021-01-06,0.9995,0.9995,0.02,0.9995
2021-01-07,0.9989,0.9989,-0.06,0.9989
2021-01-08,0.999,0.999,0.01,0.999
2021-01-11,0.9988,0.9988,-0.02,0.9988
2021-01-12,0.999,0.999,0.02,0.999
2021-01-13,0.9993,0.9993,0.03,0.9993
2021-01-14,0.9999,0.9999,0.06,0.9999
2021-01-15,0.9997,0.9997,-0.02,0.9997
2021-01-18,0.9999,0.9999,0.02,0.9999
2021-01-19,0.9996,0.9996,-0.03,0.9996
2021-01-20,0.9997,0.9997,0.01,0.9997
2021-01-21,1.0005,1.0005,0.08,1.0005
2021-01-22,0.999,0.999,-0.15,0.999
2021-01-25,0.9976,0.9976,-0.14,0.9976
2021-01-26,0.9953,0.9953,-0.23,0.9953
2021-01-27,0.9932,0.9932,-0.21,0.9932
2021-01-28,0.9903,0.9903,-0.29,0.9903
2021-01-29,0.9872,0.9872,-0.31,0.9872
2021-02-01,0.9875,0.9875,0.03,0.9875
2021-02-02,0.9874,0.9874,-0.01,0.9874
2021-02-03,0.9859,0.9859,-0.15,0.9859
2021-02-04,0.9791,0.9791,-0.69,0.9791
2021-02-05,0.978,0.978,-0.11,0.978
2021-02-08,0.9781,0.9781,0.01,0.9781
2021-02-09,0.9793,0.9793,0.12,0.9793
2021-02-10,0.9801,0.9801,0.08,0.9801
2021-02-18,0.979,0.979,-0.11,0.979
2021-02-19,0.98,0.98,0.1,0.98
2021-02-22,0.981,0.981,0.1,0.981
2021-02-23,0.9786,0.9786,-0.24,0.9786
2021-02-24,0.9753,0.9753,-0.34,0.9753
2021-02-25,0.9732,0.9732,-0.22,0.9732
2021-02-26,0.9732,0.9732,0.0,0.9732
2021-03-01,0.9741,0.9741,0.09,0.9741
2021-03-02,0.9745,0.9745,0.04,0.9745
2021-03-03,0.975,0.975,0.05,0.975
2021-03-04,0.9734,0.9734,-0.16,0.9734
2021-03-05,0.9736,0.9736,0.02,0.9736
2021-03-08,0.9738,0.9738,0.02,0.9738
2021-03-09,0.9737,0.9737,-0.01,0.9737
2021-03-10,0.9739,0.9739,0.02,0.9739
2021-03-11,0.9741,0.9741,0.02,0.9741
2021-03-12,0.9742,0.9742,0.01,0.9742
2021-03-15,0.9744,0.9744,0.02,0.9744
2021-03-16,0.9746,0.9746,0.02,0.9746
2021-03-17,0.9748,0.9748,0.02,0.9748
2021-03-18,0.9749,0.9749,0.01,0.9749
2021-03-19,0.975,0.975,0.01,0.975
2021-03-22,0.9754,0.9754,0.04,0.9754
2021-03-23,0.9754,0.9754,0.0,0.9754
2021-03-24,0.9755,0.9755,0.01,0.9755
2021-03-25,0.9755,0.9755,0.0,0.9755
2021-03-26,0.9756,0.9756,0.01,0.9756
2021-03-29,0.9759,0.9759,0.03,0.9759
2021-03-30,0.976,0.976,0.01,0.976
2021-03-31,0.9761,0.9761,0.01,0.9761
2021-04-01,0.9762,0.9762,0.01,0.9762
2021-04-02,0.9764,0.9764,0.02,0.9764
2021-04-06,0.9767,0.9767,0.03,0.9767
