净值日期,累计收益率
2020-10-28,0.0
2020-10-29,0.96
2020-10-30,-0.5
2020-11-02,0.06
2020-11-03,1.13
2020-11-04,1.92
2020-11-05,3.4
2020-11-06,3.48
2020-11-09,5.42
2020-11-10,4.96
2020-11-11,4.26
2020-11-12,4.28
2020-11-13,3.07
2020-11-16,4.11
2020-11-17,3.86
2020-11-18,4.02
2020-11-19,4.72
2020-11-20,4.89
2020-11-23,6.12
2020-11-24,5.52
2020-11-25,4.42
2020-11-26,4.72
2020-11-27,5.86
2020-11-30,5.37
2020-12-01,7.46
2020-12-02,7.53
2020-12-03,7.37
2020-12-04,7.64
2020-12-07,6.84
2020-12-08,6.47
2020-12-09,5.2
2020-12-10,5.22
2020-12-11,4.23
2020-12-14,5.04
2020-12-15,5.21
2020-12-16,5.48
2020-12-17,6.81
2020-12-18,6.44
2020-12-21,7.37
2020-12-22,5.85
2020-12-23,6.67
2020-12-24,6.49
2020-12-25,7.15
2020-12-28,7.8
2020-12-29,7.44
2020-12-30,9.05
2020-12-31,11.02
2021-01-04,12.1
2021-01-05,14.18
2021-01-06,15.25
2021-01-07,17.12
2021-01-08,16.67
