净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.42
2020-07-10,-0.25
2020-07-13,1.91
2020-07-14,0.98
2020-07-15,-0.15
2020-07-16,-4.91
2020-07-17,-4.25
2020-07-20,-1.39
2020-07-21,-1.16
2020-07-22,-0.61
2020-07-23,-0.59
2020-07-24,-4.96
2020-07-27,-4.48
2020-07-28,-3.64
2020-07-29,-1.28
2020-07-30,-1.75
2020-07-31,-0.93
2020-08-03,0.68
2020-08-04,0.78
2020-08-05,0.8
2020-08-06,0.5
2020-08-07,-0.62
2020-08-10,-0.26
2020-08-11,-1.16
2020-08-12,-1.88
2020-08-13,-2.11
2020-08-14,-0.6
2020-08-17,1.75
2020-08-18,1.7
2020-08-19,0.18
2020-08-20,-1.11
2020-08-21,-0.25
2020-08-24,0.58
2020-08-25,0.71
2020-08-26,-0.47
2020-08-27,0.06
2020-08-28,2.47
2020-08-31,1.88
2020-09-01,2.42
2020-09-02,2.46
2020-09-03,1.89
2020-09-04,0.91
2020-09-07,-1.22
2020-09-08,-0.68
2020-09-09,-2.99
2020-09-10,-3.05
2020-09-11,-2.1
2020-09-14,-1.6
2020-09-15,-0.81
2020-09-16,-1.42
2020-09-17,-1.91
2020-09-18,0.31
2020-09-21,-0.65
2020-09-22,-1.82
2020-09-23,-1.48
2020-09-24,-3.36
2020-09-25,-3.2
2020-09-28,-2.93
2020-09-29,-2.72
2020-09-30,-2.83
2020-10-09,-0.84
2020-10-12,2.16
2020-10-13,2.51
2020-10-14,1.83
2020-10-15,1.68
2020-10-16,1.54
2020-10-19,0.77
2020-10-20,1.57
2020-10-21,1.56
2020-10-22,1.26
2020-10-23,0.01
2020-10-26,-0.57
2020-10-27,-0.39
2020-10-28,0.42
2020-10-29,1.18
2020-10-30,-0.47
2020-11-02,0.07
2020-11-03,1.28
2020-11-04,2.04
2020-11-05,3.57
2020-11-06,3.58
2020-11-09,5.61
2020-11-10,5.03
2020-11-11,4.01
2020-11-12,4.1
2020-11-13,3.0
2020-11-16,4.0
2020-11-17,3.8
2020-11-18,3.74
2020-11-19,4.51
2020-11-20,4.83
2020-11-23,6.15
2020-11-24,5.5
2020-11-25,4.17
2020-11-26,4.34
2020-11-27,5.67
2020-11-30,5.25
2020-12-01,7.5
2020-12-02,7.51
2020-12-03,7.29
2020-12-04,7.48
2020-12-07,6.55
2020-12-08,6.29
2020-12-09,4.87
2020-12-10,4.82
2020-12-11,3.64
2020-12-14,4.58
2020-12-15,4.79
2020-12-16,4.94
2020-12-17,6.29
2020-12-18,5.91
2020-12-21,6.89
2020-12-22,5.16
2020-12-23,6.02
2020-12-24,5.87
2020-12-25,6.76
2020-12-28,7.22
2020-12-29,6.78
2020-12-30,8.29
2020-12-31,10.37
2021-01-04,11.56
2021-01-05,13.67
2021-01-06,14.7
2021-01-07,16.72
2021-01-08,16.34
