净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.5
2020-07-10,0.13
2020-07-13,2.11
2020-07-14,1.37
2020-07-15,0.53
2020-07-16,-2.66
2020-07-17,-2.0
2020-07-20,0.69
2020-07-21,0.88
2020-07-22,1.78
2020-07-23,1.82
2020-07-24,-2.41
2020-07-27,-1.97
2020-07-28,-1.16
2020-07-29,1.36
2020-07-30,0.93
2020-07-31,2.06
2020-08-03,3.65
2020-08-04,3.74
2020-08-05,3.79
2020-08-06,3.62
2020-08-07,2.59
2020-08-10,3.09
2020-08-11,2.2
2020-08-12,1.59
2020-08-13,1.41
2020-08-14,2.89
2020-08-17,5.26
2020-08-18,5.54
2020-08-19,4.14
2020-08-20,2.85
2020-08-21,3.71
2020-08-24,4.61
2020-08-25,4.75
2020-08-26,3.67
2020-08-27,4.21
2020-08-28,6.73
2020-08-31,6.15
2020-09-01,6.81
2020-09-02,6.88
2020-09-03,6.34
2020-09-04,5.47
2020-09-07,3.33
2020-09-08,3.87
2020-09-09,1.61
2020-09-10,1.62
2020-09-11,2.59
2020-09-14,3.07
2020-09-15,3.89
2020-09-16,3.41
2020-09-17,2.94
2020-09-18,5.11
2020-09-21,4.13
2020-09-22,2.99
2020-09-23,3.38
2020-09-24,1.48
2020-09-25,1.61
2020-09-28,2.0
2020-09-29,2.19
2020-09-30,2.09
2020-10-09,4.1
2020-10-12,7.06
2020-10-13,7.4
2020-10-14,6.76
2020-10-15,6.59
2020-10-16,6.51
2020-10-19,5.72
2020-10-20,6.53
2020-10-21,6.53
2020-10-22,6.26
2020-10-23,5.04
2020-10-26,4.5
2020-10-27,4.69
2020-10-28,5.5
2020-10-29,6.28
2020-10-30,4.65
2020-11-02,5.19
2020-11-03,6.37
2020-11-04,7.11
2020-11-05,8.72
2020-11-06,8.72
2020-11-09,10.78
2020-11-10,10.18
2020-11-11,9.21
2020-11-12,9.41
2020-11-13,8.35
2020-11-16,9.34
2020-11-17,9.16
2020-11-18,9.16
2020-11-19,9.95
2020-11-20,10.25
2020-11-23,11.53
2020-11-24,10.93
2020-11-25,9.6
2020-11-26,9.76
2020-11-27,11.18
2020-11-30,10.71
2020-12-01,12.98
2020-12-02,13.05
2020-12-03,12.87
2020-12-04,13.08
2020-12-07,12.18
2020-12-08,11.9
2020-12-09,10.45
2020-12-10,10.46
2020-12-11,9.38
2020-12-14,10.32
2020-12-15,10.59
2020-12-16,10.89
2020-12-17,12.23
2020-12-18,11.88
2020-12-21,12.89
2020-12-22,11.17
2020-12-23,12.09
2020-12-24,11.88
2020-12-25,12.8
2020-12-28,13.26
2020-12-29,12.76
2020-12-30,14.25
2020-12-31,16.33
2021-01-04,17.6
2021-01-05,19.8
2021-01-06,20.78
2021-01-07,22.88
2021-01-08,22.44
