净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.55
2020-07-10,0.11
2020-07-13,2.25
2020-07-14,1.82
2020-07-15,0.96
2020-07-16,-3.75
2020-07-17,-2.95
2020-07-20,-0.32
2020-07-21,0.05
2020-07-22,0.59
2020-07-23,0.43
2020-07-24,-3.91
2020-07-27,-3.75
2020-07-28,-2.68
2020-07-29,-0.48
2020-07-30,-1.07
2020-07-31,-0.21
2020-08-03,1.18
2020-08-04,1.5
2020-08-05,1.71
2020-08-06,1.45
2020-08-07,0.05
2020-08-10,0.7
2020-08-11,-0.16
2020-08-12,-0.96
2020-08-13,-1.29
2020-08-14,0.43
2020-08-17,2.57
2020-08-18,2.79
2020-08-19,1.07
2020-08-20,-0.11
2020-08-21,0.96
2020-08-24,1.98
2020-08-25,2.14
2020-08-26,0.8
2020-08-27,1.5
2020-08-28,4.12
2020-08-31,3.32
2020-09-01,3.91
2020-09-02,3.8
2020-09-03,3.05
2020-09-04,1.93
2020-09-07,-0.64
2020-09-08,-0.11
2020-09-09,-2.46
2020-09-10,-2.52
2020-09-11,-1.71
2020-09-14,-1.29
2020-09-15,-0.43
2020-09-16,-1.12
2020-09-17,-1.39
2020-09-18,0.8
2020-09-21,-0.27
2020-09-22,-1.34
2020-09-23,-0.96
2020-09-24,-2.68
2020-09-25,-2.57
2020-09-28,-2.36
2020-09-29,-2.09
2020-09-30,-2.2
2020-10-09,-0.37
2020-10-12,2.57
2020-10-13,3.0
2020-10-14,2.36
2020-10-15,2.2
2020-10-16,2.04
2020-10-19,1.02
2020-10-20,1.93
2020-10-21,1.71
2020-10-22,1.18
2020-10-23,-0.48
2020-10-26,-1.23
2020-10-27,-0.75
2020-10-28,0.11
2020-10-29,0.8
2020-10-30,-1.02
2020-11-02,-0.75
2020-11-03,0.43
2020-11-04,1.12
2020-11-05,2.36
2020-11-06,1.93
2020-11-09,4.02
2020-11-10,3.16
2020-11-11,2.2
2020-11-12,2.3
2020-11-13,1.23
2020-11-16,2.09
2020-11-17,2.09
2020-11-18,2.2
2020-11-19,3.16
2020-11-20,3.54
2020-11-23,4.71
2020-11-24,4.02
2020-11-25,2.57
2020-11-26,2.79
2020-11-27,3.91
2020-11-30,3.59
2020-12-01,6.0
2020-12-02,5.78
2020-12-03,5.73
2020-12-04,6.0
2020-12-07,5.2
2020-12-08,5.09
2020-12-09,3.91
2020-12-10,3.8
2020-12-11,2.73
2020-12-14,3.59
2020-12-15,3.96
2020-12-16,4.28
2020-12-17,5.57
2020-12-18,5.03
2020-12-21,6.05
2020-12-22,4.23
2020-12-23,5.03
2020-12-24,4.87
2020-12-25,5.89
2020-12-28,6.48
2020-12-29,6.05
2020-12-30,7.55
2020-12-31,9.53
2021-01-04,10.34
2021-01-05,12.0
2021-01-06,13.18
2021-01-07,15.48
2021-01-08,14.89
