净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.57
2020-07-10,0.57
2020-07-13,2.71
2020-07-14,2.19
2020-07-15,1.32
2020-07-16,-2.68
2020-07-17,-1.87
2020-07-20,0.9
2020-07-21,1.15
2020-07-22,1.89
2020-07-23,1.95
2020-07-24,-2.54
2020-07-27,-2.19
2020-07-28,-1.23
2020-07-29,1.09
2020-07-30,0.54
2020-07-31,1.52
2020-08-03,3.41
2020-08-04,3.53
2020-08-05,3.78
2020-08-06,3.77
2020-08-07,3.01
2020-08-10,3.44
2020-08-11,2.45
2020-08-12,1.59
2020-08-13,1.57
2020-08-14,3.06
2020-08-17,5.16
2020-08-18,5.19
2020-08-19,3.69
2020-08-20,2.48
2020-08-21,3.38
2020-08-24,4.96
2020-08-25,5.24
2020-08-26,4.14
2020-08-27,4.89
2020-08-28,6.97
2020-08-31,6.41
2020-09-01,7.44
2020-09-02,7.68
2020-09-03,6.82
2020-09-04,5.93
2020-09-07,3.75
2020-09-08,4.1
2020-09-09,1.57
2020-09-10,1.34
2020-09-11,2.33
2020-09-14,3.01
2020-09-15,3.9
2020-09-16,3.33
2020-09-17,3.26
2020-09-18,5.27
2020-09-21,4.43
2020-09-22,3.43
2020-09-23,3.82
2020-09-24,1.87
2020-09-25,2.24
2020-09-28,2.34
2020-09-29,2.85
2020-09-30,2.96
2020-10-09,5.22
2020-10-12,8.3
2020-10-13,8.89
2020-10-14,8.4
2020-10-15,8.34
2020-10-16,8.12
2020-10-19,7.37
2020-10-20,8.37
2020-10-21,7.99
2020-10-22,7.47
2020-10-23,6.03
2020-10-26,5.72
2020-10-27,6.05
2020-10-28,6.98
2020-10-29,8.28
2020-10-30,6.4
2020-11-02,7.3
2020-11-03,8.28
2020-11-04,8.85
2020-11-05,10.9
2020-11-06,10.89
2020-11-09,12.93
2020-11-10,12.05
2020-11-11,10.74
2020-11-12,10.84
2020-11-13,9.69
2020-11-16,10.47
2020-11-17,10.32
2020-11-18,10.04
2020-11-19,10.82
2020-11-20,10.98
2020-11-23,12.28
2020-11-24,11.55
2020-11-25,10.27
2020-11-26,10.35
2020-11-27,11.46
2020-11-30,11.27
2020-12-01,13.42
2020-12-02,13.42
2020-12-03,13.17
2020-12-04,13.66
2020-12-07,13.2
2020-12-08,12.95
2020-12-09,11.54
2020-12-10,11.43
2020-12-11,10.23
2020-12-14,11.31
2020-12-15,11.33
2020-12-16,11.49
2020-12-17,12.69
2020-12-18,12.21
2020-12-21,13.71
2020-12-22,12.09
2020-12-23,12.93
2020-12-24,12.44
2020-12-25,12.96
2020-12-28,13.35
2020-12-29,13.11
2020-12-30,14.8
2020-12-31,16.78
2021-01-04,17.88
2021-01-05,19.97
2021-01-06,20.87
2021-01-07,22.48
2021-01-08,22.17
