净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.47
2020-07-10,-0.04
2020-07-13,1.87
2020-07-14,1.42
2020-07-15,0.08
2020-07-16,-4.96
2020-07-17,-4.05
2020-07-20,-1.13
2020-07-21,-1.16
2020-07-22,-0.99
2020-07-23,-1.08
2020-07-24,-5.18
2020-07-27,-4.72
2020-07-28,-3.85
2020-07-29,-1.54
2020-07-30,-1.94
2020-07-31,-1.33
2020-08-03,0.07
2020-08-04,0.44
2020-08-05,0.14
2020-08-06,-0.06
2020-08-07,-1.34
2020-08-10,-0.66
2020-08-11,-1.37
2020-08-12,-1.95
2020-08-13,-2.14
2020-08-14,-0.41
2020-08-17,1.82
2020-08-18,1.4
2020-08-19,0.34
2020-08-20,-0.79
2020-08-21,0.31
2020-08-24,1.27
2020-08-25,1.7
2020-08-26,0.61
2020-08-27,0.78
2020-08-28,3.0
2020-08-31,2.28
2020-09-01,3.1
2020-09-02,2.91
2020-09-03,2.19
2020-09-04,1.24
2020-09-07,-1.16
2020-09-08,-0.46
2020-09-09,-2.82
2020-09-10,-3.05
2020-09-11,-2.48
2020-09-14,-2.12
2020-09-15,-1.16
2020-09-16,-1.83
2020-09-17,-2.15
2020-09-18,0.17
2020-09-21,-0.69
2020-09-22,-1.46
2020-09-23,-0.89
2020-09-24,-2.33
2020-09-25,-2.14
2020-09-28,-2.16
2020-09-29,-1.72
2020-09-30,-1.78
2020-10-09,-0.03
2020-10-12,2.27
2020-10-13,2.64
2020-10-14,1.89
2020-10-15,1.74
2020-10-16,1.71
2020-10-19,1.09
2020-10-20,1.77
2020-10-21,1.87
2020-10-22,1.42
2020-10-23,0.07
2020-10-26,0.09
2020-10-27,0.32
2020-10-28,0.89
2020-10-29,1.39
2020-10-30,-0.72
2020-11-02,-0.33
2020-11-03,1.01
2020-11-04,2.03
2020-11-05,3.24
2020-11-06,3.02
2020-11-09,4.77
2020-11-10,3.91
2020-11-11,3.22
2020-11-12,3.31
2020-11-13,2.49
2020-11-16,3.65
2020-11-17,3.29
2020-11-18,3.62
2020-11-19,4.65
2020-11-20,4.73
2020-11-23,5.78
2020-11-24,4.98
2020-11-25,3.78
2020-11-26,4.07
2020-11-27,5.63
2020-11-30,5.38
2020-12-01,7.54
2020-12-02,7.44
2020-12-03,7.33
2020-12-04,7.56
2020-12-07,6.61
2020-12-08,6.23
2020-12-09,4.73
2020-12-10,4.97
2020-12-11,4.19
2020-12-14,4.66
2020-12-15,4.8
2020-12-16,5.23
2020-12-17,6.86
2020-12-18,6.68
2020-12-21,7.64
2020-12-22,6.13
2020-12-23,7.16
2020-12-24,6.85
2020-12-25,7.44
2020-12-28,8.32
2020-12-29,7.84
2020-12-30,9.19
2020-12-31,11.02
2021-01-04,12.08
2021-01-05,13.85
2021-01-06,14.91
2021-01-07,17.05
2021-01-08,17.12
