净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.38
2020-07-10,-0.15
2020-07-13,1.89
2020-07-14,1.09
2020-07-15,0.17
2020-07-16,-2.88
2020-07-17,-2.19
2020-07-20,0.66
2020-07-21,0.88
2020-07-22,1.48
2020-07-23,1.5
2020-07-24,-2.71
2020-07-27,-2.28
2020-07-28,-1.47
2020-07-29,0.84
2020-07-30,0.41
2020-07-31,1.29
2020-08-03,2.87
2020-08-04,2.92
2020-08-05,2.96
2020-08-06,2.67
2020-08-07,1.57
2020-08-10,1.98
2020-08-11,1.13
2020-08-12,0.51
2020-08-13,0.31
2020-08-14,1.71
2020-08-17,3.96
2020-08-18,4.06
2020-08-19,2.57
2020-08-20,1.32
2020-08-21,2.16
2020-08-24,3.14
2020-08-25,3.38
2020-08-26,2.18
2020-08-27,2.71
2020-08-28,5.06
2020-08-31,4.49
2020-09-01,5.05
2020-09-02,5.1
2020-09-03,4.55
2020-09-04,3.6
2020-09-07,1.49
2020-09-08,1.99
2020-09-09,-0.26
2020-09-10,-0.25
2020-09-11,0.7
2020-09-14,1.17
2020-09-15,1.96
2020-09-16,1.39
2020-09-17,0.95
2020-09-18,3.09
2020-09-21,2.18
2020-09-22,1.05
2020-09-23,1.41
2020-09-24,-0.42
2020-09-25,-0.3
2020-09-28,0.02
2020-09-29,0.24
2020-09-30,0.16
2020-10-09,2.09
2020-10-12,5.03
2020-10-13,5.35
2020-10-14,4.69
2020-10-15,4.6
2020-10-16,4.45
2020-10-19,3.71
2020-10-20,4.48
2020-10-21,4.45
2020-10-22,4.14
2020-10-23,2.91
2020-10-26,2.35
2020-10-27,2.55
2020-10-28,3.32
2020-10-29,4.1
2020-10-30,2.5
2020-11-02,3.03
2020-11-03,4.21
2020-11-04,4.95
2020-11-05,6.41
2020-11-06,6.4
2020-11-09,8.4
2020-11-10,7.84
2020-11-11,6.82
2020-11-12,6.93
2020-11-13,5.85
2020-11-16,6.81
2020-11-17,6.61
2020-11-18,6.55
2020-11-19,7.32
2020-11-20,7.64
2020-11-23,8.89
2020-11-24,8.3
2020-11-25,6.98
2020-11-26,7.16
2020-11-27,8.44
2020-11-30,8.02
2020-12-01,10.22
2020-12-02,10.25
2020-12-03,10.06
2020-12-04,10.28
2020-12-07,9.42
2020-12-08,9.15
2020-12-09,7.79
2020-12-10,7.87
2020-12-11,6.89
2020-12-14,7.83
2020-12-15,8.04
2020-12-16,8.3
2020-12-17,9.63
2020-12-18,9.27
2020-12-21,10.23
2020-12-22,8.56
2020-12-23,9.45
2020-12-24,9.33
2020-12-25,10.21
2020-12-28,10.68
2020-12-29,10.25
2020-12-30,11.79
2020-12-31,13.84
2021-01-04,15.01
2021-01-05,17.11
2021-01-06,18.15
2021-01-07,20.16
2021-01-08,19.76
