净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.42
2020-07-10,-0.23
2020-07-13,1.92
2020-07-14,0.99
2020-07-15,-0.12
2020-07-16,-4.87
2020-07-17,-4.21
2020-07-20,-1.35
2020-07-21,-1.12
2020-07-22,-0.58
2020-07-23,-0.56
2020-07-24,-4.92
2020-07-27,-4.44
2020-07-28,-3.61
2020-07-29,-1.25
2020-07-30,-1.72
2020-07-31,-0.9
2020-08-03,0.7
2020-08-04,0.8
2020-08-05,0.83
2020-08-06,0.53
2020-08-07,-0.6
2020-08-10,-0.23
2020-08-11,-1.13
2020-08-12,-1.85
2020-08-13,-2.07
2020-08-14,-0.56
2020-08-17,1.78
2020-08-18,1.73
2020-08-19,0.22
2020-08-20,-1.06
2020-08-21,-0.21
2020-08-24,0.62
2020-08-25,0.75
2020-08-26,-0.43
2020-08-27,0.1
2020-08-28,2.5
2020-08-31,1.92
2020-09-01,2.46
2020-09-02,2.49
2020-09-03,1.93
2020-09-04,0.94
2020-09-07,-1.18
2020-09-08,-0.64
2020-09-09,-2.96
2020-09-10,-3.01
2020-09-11,-2.06
2020-09-14,-1.57
2020-09-15,-0.78
2020-09-16,-1.38
2020-09-17,-1.87
2020-09-18,0.34
2020-09-21,-0.62
2020-09-22,-1.79
2020-09-23,-1.44
2020-09-24,-3.32
2020-09-25,-3.17
2020-09-28,-2.9
2020-09-29,-2.69
2020-09-30,-2.8
2020-10-09,-0.82
2020-10-12,2.19
2020-10-13,2.53
2020-10-14,1.86
2020-10-15,1.71
2020-10-16,1.56
2020-10-19,0.79
2020-10-20,1.6
2020-10-21,1.58
2020-10-22,1.28
2020-10-23,0.04
2020-10-26,-0.55
2020-10-27,-0.36
2020-10-28,0.44
2020-10-29,1.24
2020-10-30,-0.41
2020-11-02,0.14
2020-11-03,1.34
2020-11-04,2.1
2020-11-05,3.63
2020-11-06,3.64
2020-11-09,5.68
2020-11-10,5.1
2020-11-11,4.06
2020-11-12,4.16
2020-11-13,3.06
2020-11-16,4.06
2020-11-17,3.86
2020-11-18,3.81
2020-11-19,4.58
2020-11-20,4.9
2020-11-23,6.22
2020-11-24,5.57
2020-11-25,4.23
2020-11-26,4.41
2020-11-27,5.73
2020-11-30,5.32
2020-12-01,7.57
2020-12-02,7.58
2020-12-03,7.37
2020-12-04,7.55
2020-12-07,6.63
2020-12-08,6.38
2020-12-09,4.96
2020-12-10,4.9
2020-12-11,3.77
2020-12-14,4.72
2020-12-15,4.95
2020-12-16,5.14
2020-12-17,6.49
2020-12-18,6.12
2020-12-21,7.12
2020-12-22,5.39
2020-12-23,6.28
2020-12-24,6.13
2020-12-25,7.03
2020-12-28,7.51
2020-12-29,7.06
2020-12-30,8.56
2020-12-31,10.63
2021-01-04,11.84
2021-01-05,13.95
2021-01-06,14.98
2021-01-07,17.01
2021-01-08,16.64
