净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.45
2020-07-10,0.56
2020-07-13,2.84
2020-07-14,2.2
2020-07-15,1.16
2020-07-16,-2.67
2020-07-17,-1.65
2020-07-20,1.08
2020-07-21,1.53
2020-07-22,2.17
2020-07-23,2.61
2020-07-24,-2.18
2020-07-27,-1.56
2020-07-28,-0.4
2020-07-29,2.19
2020-07-30,1.63
2020-07-31,2.85
2020-08-03,4.39
2020-08-04,4.49
2020-08-05,5.13
2020-08-06,4.85
2020-08-07,3.79
2020-08-10,4.0
2020-08-11,3.07
2020-08-12,2.08
2020-08-13,1.72
2020-08-14,3.61
2020-08-17,5.81
2020-08-18,5.97
2020-08-19,4.41
2020-08-20,3.21
2020-08-21,4.23
2020-08-24,5.56
2020-08-25,5.74
2020-08-26,4.19
2020-08-27,4.95
2020-08-28,7.56
2020-08-31,6.88
2020-09-01,7.62
2020-09-02,7.45
2020-09-03,6.64
2020-09-04,5.62
2020-09-07,2.87
2020-09-08,3.32
2020-09-09,0.95
2020-09-10,1.09
2020-09-11,1.99
2020-09-14,2.38
2020-09-15,3.28
2020-09-16,2.65
2020-09-17,2.33
2020-09-18,4.49
2020-09-21,3.58
2020-09-22,2.67
2020-09-23,3.09
2020-09-24,1.28
2020-09-25,1.65
2020-09-28,1.98
2020-09-29,2.24
2020-09-30,1.99
2020-10-09,4.17
2020-10-12,7.22
2020-10-13,7.65
2020-10-14,6.93
2020-10-15,6.71
2020-10-16,6.45
2020-10-19,5.48
2020-10-20,6.62
2020-10-21,6.24
2020-10-22,5.83
2020-10-23,4.11
2020-10-26,3.49
2020-10-27,3.92
2020-10-28,4.8
2020-10-29,5.83
2020-10-30,4.17
2020-11-02,5.35
2020-11-03,6.3
2020-11-04,7.09
2020-11-05,8.76
2020-11-06,8.37
2020-11-09,10.33
2020-11-10,9.56
2020-11-11,8.07
2020-11-12,8.41
2020-11-13,7.79
2020-11-16,8.75
2020-11-17,8.49
2020-11-18,8.3
2020-11-19,8.96
2020-11-20,9.36
2020-11-23,10.87
2020-11-24,10.2
2020-11-25,8.67
2020-11-26,8.61
2020-11-27,9.67
2020-11-30,8.86
2020-12-01,10.96
2020-12-02,10.95
2020-12-03,10.73
2020-12-04,11.28
2020-12-07,10.77
2020-12-08,10.79
2020-12-09,9.45
2020-12-10,9.58
2020-12-11,8.69
2020-12-14,9.91
2020-12-15,10.11
2020-12-16,10.32
2020-12-17,11.7
2020-12-18,11.36
2020-12-21,13.0
2020-12-22,11.28
2020-12-23,12.15
2020-12-24,12.02
2020-12-25,13.33
2020-12-28,14.2
2020-12-29,13.11
2020-12-30,14.97
2020-12-31,17.34
2021-01-04,19.11
2021-01-05,21.01
2021-01-06,21.89
2021-01-07,24.23
2021-01-08,23.35
