净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.79
2020-07-10,0.34
2020-07-13,2.55
2020-07-14,2.19
2020-07-15,1.44
2020-07-16,-2.04
2020-07-17,-1.02
2020-07-20,1.77
2020-07-21,2.15
2020-07-22,2.78
2020-07-23,2.88
2020-07-24,-1.48
2020-07-27,-1.24
2020-07-28,-0.17
2020-07-29,2.04
2020-07-30,1.53
2020-07-31,2.42
2020-08-03,3.79
2020-08-04,4.04
2020-08-05,4.18
2020-08-06,4.03
2020-08-07,2.93
2020-08-10,3.78
2020-08-11,2.93
2020-08-12,2.07
2020-08-13,1.95
2020-08-14,3.8
2020-08-17,6.07
2020-08-18,6.25
2020-08-19,4.83
2020-08-20,3.63
2020-08-21,4.7
2020-08-24,6.4
2020-08-25,7.1
2020-08-26,5.88
2020-08-27,6.56
2020-08-28,9.2
2020-08-31,8.52
2020-09-01,9.23
2020-09-02,9.14
2020-09-03,8.35
2020-09-04,7.18
2020-09-07,4.56
2020-09-08,5.02
2020-09-09,2.83
2020-09-10,2.95
2020-09-11,3.89
2020-09-14,4.25
2020-09-15,5.22
2020-09-16,4.56
2020-09-17,4.43
2020-09-18,6.5
2020-09-21,5.76
2020-09-22,4.98
2020-09-23,5.38
2020-09-24,3.61
2020-09-25,3.93
2020-09-28,4.24
2020-09-29,4.56
2020-09-30,4.52
2020-10-09,6.67
2020-10-12,9.7
2020-10-13,10.04
2020-10-14,9.52
2020-10-15,9.43
2020-10-16,9.25
2020-10-19,8.26
2020-10-20,8.99
2020-10-21,8.77
2020-10-22,8.32
2020-10-23,6.8
2020-10-26,6.39
2020-10-27,6.54
2020-10-28,7.23
2020-10-29,8.36
2020-10-30,6.22
2020-11-02,6.7
2020-11-03,7.93
2020-11-04,8.95
2020-11-05,10.64
2020-11-06,10.3
2020-11-09,12.26
2020-11-10,11.43
2020-11-11,10.63
2020-11-12,10.67
2020-11-13,9.33
2020-11-16,10.29
2020-11-17,10.09
2020-11-18,10.06
2020-11-19,11.07
2020-11-20,11.52
2020-11-23,12.78
2020-11-24,12.14
2020-11-25,10.52
2020-11-26,10.76
2020-11-27,12.14
2020-11-30,11.29
2020-12-01,13.66
2020-12-02,13.76
2020-12-03,13.59
2020-12-04,14.01
2020-12-07,13.4
2020-12-08,13.12
2020-12-09,11.78
2020-12-10,12.01
2020-12-11,10.84
2020-12-14,11.82
2020-12-15,12.33
2020-12-16,12.64
2020-12-17,14.17
2020-12-18,13.68
2020-12-21,14.88
2020-12-22,13.08
2020-12-23,13.95
2020-12-24,13.95
2020-12-25,14.86
2020-12-28,15.38
2020-12-29,14.77
2020-12-30,16.27
2020-12-31,18.29
2021-01-04,19.51
2021-01-05,21.48
2021-01-06,22.4
2021-01-07,25.17
2021-01-08,24.44
