净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.45
2020-07-10,-0.04
2020-07-13,1.99
2020-07-14,1.14
2020-07-15,0.04
2020-07-16,-3.72
2020-07-17,-2.94
2020-07-20,-0.1
2020-07-21,0.13
2020-07-22,0.86
2020-07-23,0.87
2020-07-24,-3.45
2020-07-27,-2.98
2020-07-28,-2.17
2020-07-29,0.37
2020-07-30,-0.08
2020-07-31,0.96
2020-08-03,2.53
2020-08-04,2.66
2020-08-05,2.66
2020-08-06,2.36
2020-08-07,1.34
2020-08-10,1.87
2020-08-11,1.03
2020-08-12,0.36
2020-08-13,0.13
2020-08-14,1.64
2020-08-17,4.15
2020-08-18,4.14
2020-08-19,2.76
2020-08-20,1.55
2020-08-21,2.34
2020-08-24,3.87
2020-08-25,3.99
2020-08-26,2.83
2020-08-27,3.35
2020-08-28,5.82
2020-08-31,5.24
2020-09-01,5.96
2020-09-02,6.03
2020-09-03,5.47
2020-09-04,4.57
2020-09-07,2.47
2020-09-08,2.99
2020-09-09,0.79
2020-09-10,0.74
2020-09-11,1.68
2020-09-14,2.17
2020-09-15,2.96
2020-09-16,2.43
2020-09-17,1.97
2020-09-18,4.16
2020-09-21,3.27
2020-09-22,2.15
2020-09-23,2.51
2020-09-24,0.68
2020-09-25,0.84
2020-09-28,1.23
2020-09-29,1.45
2020-09-30,1.34
2020-10-09,3.3
2020-10-12,6.35
2020-10-13,6.7
2020-10-14,6.03
2020-10-15,5.86
2020-10-16,5.78
2020-10-19,5.0
2020-10-20,5.82
2020-10-21,5.8
2020-10-22,5.46
2020-10-23,4.23
2020-10-26,3.68
2020-10-27,3.88
2020-10-28,4.69
2020-10-29,5.44
2020-10-30,3.79
2020-11-02,4.31
2020-11-03,5.51
2020-11-04,6.24
2020-11-05,7.84
2020-11-06,7.83
2020-11-09,9.86
2020-11-10,9.27
2020-11-11,8.36
2020-11-12,8.51
2020-11-13,7.41
2020-11-16,8.41
2020-11-17,8.19
2020-11-18,8.27
2020-11-19,9.07
2020-11-20,9.4
2020-11-23,10.76
2020-11-24,10.13
2020-11-25,8.77
2020-11-26,8.92
2020-11-27,10.31
2020-11-30,9.92
2020-12-01,12.15
2020-12-02,12.21
2020-12-03,12.05
2020-12-04,12.26
2020-12-07,11.36
2020-12-08,11.1
2020-12-09,9.69
2020-12-10,9.6
2020-12-11,8.41
2020-12-14,9.35
2020-12-15,9.58
2020-12-16,9.75
2020-12-17,11.13
2020-12-18,10.74
2020-12-21,11.74
2020-12-22,10.01
2020-12-23,10.88
2020-12-24,10.73
2020-12-25,11.63
2020-12-28,12.09
2020-12-29,11.64
2020-12-30,13.16
2020-12-31,15.26
2021-01-04,16.49
2021-01-05,18.61
2021-01-06,19.66
2021-01-07,21.68
2021-01-08,21.32
