净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.34
2020-07-10,-0.25
2020-07-13,1.61
2020-07-14,0.71
2020-07-15,-0.4
2020-07-16,-4.92
2020-07-17,-4.13
2020-07-20,-1.68
2020-07-21,-1.38
2020-07-22,-0.9
2020-07-23,-0.95
2020-07-24,-5.12
2020-07-27,-4.79
2020-07-28,-3.95
2020-07-29,-1.63
2020-07-30,-2.28
2020-07-31,-1.45
2020-08-03,-0.14
2020-08-04,0.06
2020-08-05,-0.07
2020-08-06,-0.52
2020-08-07,-1.71
2020-08-10,-1.29
2020-08-11,-2.11
2020-08-12,-2.6
2020-08-13,-2.97
2020-08-14,-1.43
2020-08-17,0.73
2020-08-18,0.7
2020-08-19,-0.9
2020-08-20,-1.98
2020-08-21,-1.05
2020-08-24,-0.17
2020-08-25,0.15
2020-08-26,-1.07
2020-08-27,-0.6
2020-08-28,1.71
2020-08-31,0.99
2020-09-01,1.47
2020-09-02,1.61
2020-09-03,1.1
2020-09-04,0.16
2020-09-07,-1.91
2020-09-08,-1.45
2020-09-09,-3.65
2020-09-10,-3.51
2020-09-11,-2.51
2020-09-14,-2.02
2020-09-15,-1.32
2020-09-16,-1.93
2020-09-17,-2.51
2020-09-18,-0.41
2020-09-21,-1.49
2020-09-22,-2.55
2020-09-23,-2.24
2020-09-24,-3.92
2020-09-25,-3.77
2020-09-28,-3.43
2020-09-29,-3.23
2020-09-30,-3.27
2020-10-09,-1.5
2020-10-12,1.41
2020-10-13,1.69
2020-10-14,1.06
2020-10-15,1.03
2020-10-16,0.9
2020-10-19,0.25
2020-10-20,1.0
2020-10-21,1.04
2020-10-22,0.75
2020-10-23,-0.46
2020-10-26,-0.95
2020-10-27,-0.69
2020-10-28,0.12
2020-10-29,0.85
2020-10-30,-0.59
2020-11-02,-0.01
2020-11-03,0.97
2020-11-04,1.69
2020-11-05,3.08
2020-11-06,3.11
2020-11-09,5.05
2020-11-10,4.56
2020-11-11,3.55
2020-11-12,3.62
2020-11-13,2.41
2020-11-16,3.22
2020-11-17,3.05
2020-11-18,3.05
2020-11-19,3.91
2020-11-20,4.03
2020-11-23,5.18
2020-11-24,4.51
2020-11-25,3.35
2020-11-26,3.56
2020-11-27,4.8
2020-11-30,4.34
2020-12-01,6.46
2020-12-02,6.46
2020-12-03,6.38
2020-12-04,6.67
2020-12-07,5.82
2020-12-08,5.51
2020-12-09,4.34
2020-12-10,4.33
2020-12-11,3.33
2020-12-14,4.18
2020-12-15,4.3
2020-12-16,4.58
2020-12-17,5.81
2020-12-18,5.43
2020-12-21,6.16
2020-12-22,4.65
2020-12-23,5.46
2020-12-24,5.46
2020-12-25,6.13
2020-12-28,6.58
2020-12-29,6.2
2020-12-30,7.66
2020-12-31,9.53
2021-01-04,10.43
2021-01-05,12.48
2021-01-06,13.62
2021-01-07,15.65
2021-01-08,15.18
