净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.81
2020-07-10,0.6
2020-07-13,2.9
2020-07-14,2.35
2020-07-15,1.17
2020-07-16,-2.49
2020-07-17,-1.77
2020-07-20,0.97
2020-07-21,1.21
2020-07-22,1.9
2020-07-23,1.97
2020-07-24,-2.5
2020-07-27,-2.25
2020-07-28,-1.2
2020-07-29,1.19
2020-07-30,0.53
2020-07-31,1.41
2020-08-03,2.92
2020-08-04,3.16
2020-08-05,3.25
2020-08-06,2.9
2020-08-07,1.59
2020-08-10,2.1
2020-08-11,1.16
2020-08-12,0.32
2020-08-13,0.28
2020-08-14,2.02
2020-08-17,4.39
2020-08-18,4.65
2020-08-19,2.97
2020-08-20,1.93
2020-08-21,3.06
2020-08-24,3.77
2020-08-25,4.04
2020-08-26,2.51
2020-08-27,3.14
2020-08-28,5.41
2020-08-31,4.96
2020-09-01,5.65
2020-09-02,5.62
2020-09-03,4.84
2020-09-04,3.67
2020-09-07,1.14
2020-09-08,1.66
2020-09-09,-0.84
2020-09-10,-0.7
2020-09-11,0.24
2020-09-14,1.09
2020-09-15,2.08
2020-09-16,1.31
2020-09-17,0.91
2020-09-18,2.96
2020-09-21,2.12
2020-09-22,1.42
2020-09-23,1.99
2020-09-24,0.13
2020-09-25,0.42
2020-09-28,0.65
2020-09-29,0.99
2020-09-30,1.05
2020-10-09,2.99
2020-10-12,5.89
2020-10-13,6.31
2020-10-14,5.77
2020-10-15,5.65
2020-10-16,5.65
2020-10-19,4.7
2020-10-20,5.36
2020-10-21,5.26
2020-10-22,4.66
2020-10-23,3.21
2020-10-26,2.73
2020-10-27,2.99
2020-10-28,3.74
2020-10-29,4.36
2020-10-30,2.33
2020-11-02,3.05
2020-11-03,4.09
2020-11-04,4.57
2020-11-05,6.16
2020-11-06,6.07
2020-11-09,8.03
2020-11-10,7.06
2020-11-11,6.19
2020-11-12,6.3
2020-11-13,5.23
2020-11-16,5.98
2020-11-17,5.7
2020-11-18,5.53
2020-11-19,6.5
2020-11-20,6.93
2020-11-23,8.19
2020-11-24,7.52
2020-11-25,6.36
2020-11-26,6.46
2020-11-27,7.76
2020-11-30,7.14
2020-12-01,9.45
2020-12-02,9.42
2020-12-03,9.43
2020-12-04,9.71
2020-12-07,9.01
2020-12-08,8.81
2020-12-09,7.61
2020-12-10,7.8
2020-12-11,6.9
2020-12-14,7.65
2020-12-15,7.85
2020-12-16,8.25
2020-12-17,9.69
2020-12-18,9.35
2020-12-21,10.45
2020-12-22,8.91
2020-12-23,9.75
2020-12-24,9.61
2020-12-25,10.35
2020-12-28,10.99
2020-12-29,10.35
2020-12-30,11.96
2020-12-31,14.04
2021-01-04,14.79
2021-01-05,16.55
2021-01-06,17.67
2021-01-07,19.45
2021-01-08,18.98
