净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.43
2020-07-10,-0.13
2020-07-13,1.91
2020-07-14,1.05
2020-07-15,0.34
2020-07-16,-4.27
2020-07-17,-3.39
2020-07-20,-0.68
2020-07-21,-0.4
2020-07-22,0.41
2020-07-23,0.43
2020-07-24,-3.82
2020-07-27,-3.5
2020-07-28,-2.38
2020-07-29,-0.13
2020-07-30,-0.6
2020-07-31,0.54
2020-08-03,1.81
2020-08-04,1.79
2020-08-05,1.93
2020-08-06,1.75
2020-08-07,0.82
2020-08-10,1.29
2020-08-11,0.3
2020-08-12,-0.32
2020-08-13,-0.49
2020-08-14,0.91
2020-08-17,3.24
2020-08-18,3.3
2020-08-19,1.98
2020-08-20,0.67
2020-08-21,1.54
2020-08-24,2.89
2020-08-25,3.19
2020-08-26,2.21
2020-08-27,2.75
2020-08-28,5.39
2020-08-31,4.85
2020-09-01,5.46
2020-09-02,5.68
2020-09-03,4.99
2020-09-04,3.84
2020-09-07,1.42
2020-09-08,2.18
2020-09-09,-0.08
2020-09-10,-0.03
2020-09-11,0.9
2020-09-14,1.42
2020-09-15,2.3
2020-09-16,1.64
2020-09-17,1.26
2020-09-18,3.52
2020-09-21,2.43
2020-09-22,1.57
2020-09-23,1.8
2020-09-24,-0.12
2020-09-25,0.15
2020-09-28,0.59
2020-09-29,0.92
2020-09-30,0.74
2020-10-09,2.33
2020-10-12,5.38
2020-10-13,5.93
2020-10-14,5.33
2020-10-15,5.29
2020-10-16,5.15
2020-10-19,4.63
2020-10-20,5.28
2020-10-21,5.2
2020-10-22,4.67
2020-10-23,3.33
2020-10-26,2.83
2020-10-27,3.08
2020-10-28,4.05
2020-10-29,5.06
2020-10-30,2.98
2020-11-02,3.65
2020-11-03,4.75
2020-11-04,5.75
2020-11-05,7.16
2020-11-06,7.08
2020-11-09,8.68
2020-11-10,8.02
2020-11-11,7.19
2020-11-12,7.22
2020-11-13,5.82
2020-11-16,6.66
2020-11-17,6.39
2020-11-18,6.22
2020-11-19,7.35
2020-11-20,7.72
2020-11-23,8.91
2020-11-24,8.14
2020-11-25,6.69
2020-11-26,6.93
2020-11-27,8.39
2020-11-30,7.74
2020-12-01,9.99
2020-12-02,9.93
2020-12-03,9.57
2020-12-04,9.76
2020-12-07,9.0
2020-12-08,8.74
2020-12-09,7.32
2020-12-10,7.44
2020-12-11,6.58
2020-12-14,7.53
2020-12-15,7.6
2020-12-16,7.98
2020-12-17,9.47
2020-12-18,9.32
2020-12-21,10.14
2020-12-22,8.59
2020-12-23,9.5
2020-12-24,9.41
2020-12-25,10.47
2020-12-28,11.49
2020-12-29,11.02
2020-12-30,12.65
2020-12-31,14.79
2021-01-04,15.78
2021-01-05,17.68
2021-01-06,19.0
2021-01-07,20.98
2021-01-08,20.38
