净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.32
2020-07-10,-0.21
2020-07-13,1.77
2020-07-14,0.91
2020-07-15,-0.08
2020-07-16,-3.86
2020-07-17,-3.35
2020-07-20,-0.6
2020-07-21,-0.41
2020-07-22,0.21
2020-07-23,0.23
2020-07-24,-3.96
2020-07-27,-3.56
2020-07-28,-2.65
2020-07-29,-0.35
2020-07-30,-0.77
2020-07-31,0.16
2020-08-03,1.7
2020-08-04,1.73
2020-08-05,1.79
2020-08-06,1.55
2020-08-07,0.37
2020-08-10,0.68
2020-08-11,-0.2
2020-08-12,-0.9
2020-08-13,-1.13
2020-08-14,0.28
2020-08-17,2.46
2020-08-18,2.39
2020-08-19,0.91
2020-08-20,-0.29
2020-08-21,0.49
2020-08-24,1.22
2020-08-25,1.32
2020-08-26,0.11
2020-08-27,0.63
2020-08-28,2.85
2020-08-31,2.29
2020-09-01,2.75
2020-09-02,2.75
2020-09-03,2.24
2020-09-04,1.35
2020-09-07,-0.8
2020-09-08,-0.34
2020-09-09,-2.59
2020-09-10,-2.67
2020-09-11,-1.73
2020-09-14,-1.28
2020-09-15,-0.5
2020-09-16,-1.06
2020-09-17,-1.5
2020-09-18,0.57
2020-09-21,-0.37
2020-09-22,-1.48
2020-09-23,-1.14
2020-09-24,-2.95
2020-09-25,-2.82
2020-09-28,-2.69
2020-09-29,-2.49
2020-09-30,-2.6
2020-10-09,-0.74
2020-10-12,2.2
2020-10-13,2.53
2020-10-14,1.87
2020-10-15,1.76
2020-10-16,1.91
2020-10-19,1.25
2020-10-20,1.97
2020-10-21,1.91
2020-10-22,1.61
2020-10-23,0.44
2020-10-26,-0.06
2020-10-27,0.12
2020-10-28,0.9
2020-10-29,1.65
2020-10-30,0.15
2020-11-02,0.65
2020-11-03,1.82
2020-11-04,2.49
2020-11-05,3.96
2020-11-06,3.97
2020-11-09,5.94
2020-11-10,5.35
2020-11-11,4.25
2020-11-12,4.35
2020-11-13,3.34
2020-11-16,4.24
2020-11-17,4.02
2020-11-18,3.98
2020-11-19,4.7
2020-11-20,5.0
2020-11-23,6.2
2020-11-24,5.61
2020-11-25,4.33
2020-11-26,4.44
2020-11-27,5.68
2020-11-30,5.32
2020-12-01,7.4
2020-12-02,7.47
2020-12-03,7.26
2020-12-04,7.38
2020-12-07,6.59
2020-12-08,6.37
2020-12-09,5.02
2020-12-10,5.01
2020-12-11,3.97
2020-12-14,4.86
2020-12-15,4.99
2020-12-16,5.06
2020-12-17,6.35
2020-12-18,5.98
2020-12-21,6.89
2020-12-22,5.31
2020-12-23,6.15
2020-12-24,5.99
2020-12-25,6.8
2020-12-28,7.21
2020-12-29,6.81
2020-12-30,8.27
2020-12-31,10.22
2021-01-04,11.36
2021-01-05,13.34
2021-01-06,14.32
2021-01-07,16.18
2021-01-08,15.88
